op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,11174.768,1383.448,0.062,32.000,28.547,48.141,95.859,232.000
enc-1st-layernorm,98.312,344.861,32.000,64.000,0.000,32.125,0.000,256.000
enc-attention-qkv,32383.955,648.183,40.000,128.000,1.500,96.000,96.000,308.000
enc-attention-score,397.074,736.684,80.000,320.000,0.000,256.000,256.000,532.000
enc-attention-softmax,485.444,639.290,320.000,320.000,0.000,256.000,0.000,768.000
enc-attention-dropout,930.953,798.398,320.000,320.000,0.000,384.000,0.000,1024.000
enc-attention-context,377.351,766.337,320.000,64.000,0.000,8.000,12.000,292.000
enc-attention-dense,10555.220,159.991,64.000,88.002,0.500,32.000,0.000,116.000
enc-post-attention-dropout,326.788,187.594,88.002,56.000,0.000,48.000,32.000,190.000
enc-2nd-layernorm,96.256,349.307,56.000,88.000,0.000,32.125,0.000,256.000
enc-MLP-GEMM-1,465.131,10389.376,88.000,88.002,2.000,32.000,0.000,128.000
enc-MLP-gelu,87.750,185.072,88.002,88.000,0.000,32.000,0.000,190.000
enc-MLP-GEMM-2,10861.856,461.185,88.000,88.002,2.000,32.000,0.000,128.000
enc-post-MLP-dropout,327.373,186.169,88.002,56.000,0.000,48.000,32.000,190.000
final-layernorm,175.136,723.177,56.000,56.000,0.000,64.125,0.000,128.000
gpt-post-process,15316.367,18291.849,56.000,24.000,24.547,786.203,393.797,0.000
