op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,6959.772,1597.381,0.016,20.000,166.562,30.035,49.965,316.000
enc-1st-layernorm,93.758,245.756,20.000,40.000,0.000,20.031,0.000,160.000
enc-attention-qkv,643.468,7240.957,40.000,35.000,9.375,15.000,21.000,60.000
enc-attention-score,246.483,599.360,35.000,153.000,0.000,128.000,128.000,276.000
enc-attention-softmax,259.990,322.545,153.000,153.000,0.000,128.000,0.000,384.000
enc-attention-dropout,466.651,401.026,153.000,153.000,0.000,192.000,0.000,512.000
enc-attention-context,305.247,535.154,153.000,25.000,0.000,5.000,15.000,128.000
enc-attention-dense,6748.635,225.866,25.000,40.005,3.125,20.000,0.000,80.000
enc-post-attention-dropout,206.214,118.995,40.005,20.000,0.000,30.000,10.000,144.000
enc-2nd-layernorm,79.471,244.534,20.000,40.000,0.000,20.031,0.000,160.000
enc-MLP-GEMM-1,726.467,7235.736,40.000,40.005,12.500,20.000,0.000,80.000
enc-MLP-gelu,56.720,141.305,40.005,40.000,0.000,20.000,0.000,144.000
enc-MLP-GEMM-2,7268.041,697.351,40.000,40.005,12.500,20.000,0.000,80.000
enc-post-MLP-dropout,207.311,119.013,40.005,20.000,0.000,30.000,10.000,144.000
final-layernorm,126.940,593.626,20.000,20.000,0.000,40.031,0.000,80.000
gpt-post-process,14780.766,16821.259,20.000,0.000,156.562,502.051,251.949,0.000
