op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,437.826,733.227,0.016,8.000,53.094,12.035,7.965,90.000
enc-1st-layernorm,93.794,184.995,8.000,16.000,0.000,8.031,11.969,72.000
enc-attention-qkv,266.474,723.433,16.000,20.000,3.000,12.000,20.000,32.000
enc-attention-score,203.580,397.283,20.000,140.000,0.000,128.000,128.000,276.000
enc-attention-softmax,259.519,325.358,140.000,140.000,0.000,128.000,0.000,384.000
enc-attention-dropout,466.847,403.345,140.000,140.000,0.000,192.000,0.000,512.000
enc-attention-context,204.170,387.120,140.000,12.000,0.000,4.000,0.000,148.000
enc-attention-dense,431.275,171.220,12.000,16.002,1.000,8.000,0.000,36.000
enc-post-attention-dropout,97.597,135.374,16.002,8.000,0.000,12.000,8.000,72.000
enc-2nd-layernorm,96.011,198.919,8.000,16.000,0.000,8.031,11.969,72.000
enc-MLP-GEMM-1,296.539,693.971,16.000,24.004,4.000,16.000,0.000,68.000
enc-MLP-gelu,55.200,109.130,24.004,24.000,0.000,16.000,0.000,126.000
enc-MLP-GEMM-2,604.433,248.832,24.000,16.002,4.000,8.000,0.000,52.000
enc-post-MLP-dropout,88.584,137.722,16.002,8.000,0.000,12.000,8.000,72.000
final-layernorm,126.189,899.076,8.000,8.000,0.000,16.031,3.969,36.000
gpt-post-process,7873.547,5082.434,8.000,0.000,49.094,392.801,199.199,0.000
