op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1055.032,4534.155,0.016,56.000,715.312,84.000,168.000,992.000
enc-1st-layernorm,254.405,706.178,56.000,112.000,0.000,56.031,0.000,448.000
enc-attention-qkv,18381.107,16405.803,112.000,224.000,294.000,168.000,168.000,560.000
enc-attention-score,2184.892,3496.325,224.000,1008.000,0.000,896.000,896.000,1960.000
enc-attention-softmax,1826.376,2219.748,1008.000,1008.000,0.000,896.000,0.000,2688.000
enc-attention-dropout,3312.498,2787.846,1008.000,1008.000,0.000,1344.000,0.000,3584.000
enc-attention-context,1946.163,3667.361,1008.000,112.000,0.000,56.000,56.000,1064.000
enc-attention-dense,5810.028,5552.125,112.000,112.014,98.000,56.000,0.000,224.000
enc-post-attention-dropout,596.660,322.562,112.014,56.000,0.000,84.000,56.000,288.000
enc-2nd-layernorm,242.531,708.127,56.000,112.000,0.000,56.031,0.000,448.000
enc-MLP-GEMM-1,22997.808,21026.349,112.000,280.055,392.000,224.000,0.000,728.000
enc-MLP-gelu,589.001,1143.587,280.055,280.000,0.000,224.000,0.000,966.000
enc-MLP-GEMM-2,22449.851,20998.484,280.000,112.014,392.000,56.000,0.000,392.000
enc-post-MLP-dropout,573.689,322.944,112.014,56.000,0.000,84.000,56.000,288.000
final-layernorm,390.363,1009.607,56.000,56.000,0.000,112.031,0.000,224.000
gpt-post-process,46901.244,43923.563,56.000,0.000,687.312,786.051,393.949,0.000
