op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,8866.477,2266.085,0.008,28.000,199.828,42.018,83.982,312.000
enc-1st-layernorm,130.910,366.825,28.000,56.000,0.000,28.016,0.000,224.000
enc-attention-qkv,2305.204,11249.918,56.000,49.000,73.500,21.000,1.000,98.000
enc-attention-score,254.470,548.232,49.000,147.000,0.000,112.000,112.000,244.000
enc-attention-softmax,2970.964,4374.176,147.000,147.000,0.000,336.000,224.000,784.000
enc-attention-dropout,408.936,354.648,147.000,147.000,0.000,168.000,0.000,448.000
enc-attention-context,245.136,471.288,147.000,35.000,0.000,7.000,0.000,126.000
enc-attention-dense,9646.702,737.238,35.000,56.014,24.500,28.000,0.000,28.000
enc-post-attention-dropout,287.110,166.595,56.014,28.000,0.000,42.000,14.000,176.000
enc-2nd-layernorm,156.397,366.110,28.000,56.000,0.000,28.016,0.000,224.000
enc-MLP-GEMM-1,3034.449,11731.964,56.000,56.014,98.000,28.000,0.000,112.000
enc-MLP-gelu,77.581,163.758,56.014,56.000,0.000,28.000,0.000,176.000
enc-MLP-GEMM-2,11840.844,2810.687,56.000,56.014,98.000,28.000,0.000,112.000
enc-post-MLP-dropout,289.142,165.373,56.014,28.000,0.000,42.000,14.000,176.000
final-layernorm,130.397,442.082,28.000,28.000,0.000,28.016,0.000,112.000
gpt-post-process,6574.202,13256.562,28.000,0.000,171.828,98.213,51.787,0.000
