op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,14350.331,916.064,0.008,10.000,88.281,15.018,34.982,130.000
enc-1st-layernorm,71.287,211.465,10.000,20.000,0.000,10.016,0.000,80.000
enc-attention-qkv,42860.746,241.309,11.250,40.000,4.688,30.000,30.000,90.000
enc-attention-score,127.661,186.026,22.500,52.000,0.000,32.000,32.000,84.000
enc-attention-softmax,147.134,100.553,52.000,52.000,0.000,32.000,0.000,96.000
enc-attention-dropout,119.543,105.268,52.000,52.000,0.000,48.000,0.000,128.000
enc-attention-context,102.705,244.474,52.000,20.000,0.000,1.250,18.750,32.000
enc-attention-dense,14526.856,141.031,20.000,28.755,1.562,10.000,0.000,50.000
enc-post-attention-dropout,107.825,101.346,28.755,18.750,0.000,15.000,15.000,80.000
enc-2nd-layernorm,70.518,131.369,18.750,28.750,0.000,10.016,0.000,80.000
enc-MLP-GEMM-1,179.243,14833.945,28.750,23.752,6.250,5.000,15.000,10.000
enc-MLP-gelu,55.319,117.958,23.752,23.750,0.000,5.000,0.000,40.000
enc-MLP-GEMM-2,14678.085,240.427,23.750,28.755,6.250,10.000,0.000,30.000
enc-post-MLP-dropout,107.646,87.124,28.755,18.750,0.000,15.000,15.000,80.000
final-layernorm,105.447,428.289,18.750,18.750,0.000,10.016,0.000,40.000
gpt-post-process,4298.550,17136.967,18.750,8.750,78.281,126.025,63.975,0.000
