op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,11355.036,549.769,0.016,8.000,16.273,12.035,7.965,58.000
enc-1st-layernorm,68.152,154.752,8.000,16.000,0.000,8.031,11.969,72.000
enc-attention-qkv,33939.743,273.764,9.000,32.000,0.750,24.000,24.000,78.000
enc-attention-score,82.433,199.240,18.000,48.000,0.000,32.000,32.000,66.000
enc-attention-softmax,105.208,116.372,48.000,48.000,0.000,32.000,0.000,96.000
enc-attention-dropout,120.324,104.022,48.000,48.000,0.000,48.000,0.000,128.000
enc-attention-context,125.039,175.226,48.000,16.000,0.000,1.000,1.000,34.000
enc-attention-dense,11545.044,146.085,16.000,23.002,0.250,8.000,0.000,38.000
enc-post-attention-dropout,88.853,110.817,23.002,15.000,0.000,12.000,8.000,72.000
enc-2nd-layernorm,91.720,155.425,15.000,23.000,0.000,8.031,11.969,72.000
enc-MLP-GEMM-1,87.994,11470.050,23.000,19.001,1.000,4.000,0.000,20.000
enc-MLP-gelu,55.367,139.612,19.001,19.000,0.000,4.000,0.000,36.000
enc-MLP-GEMM-2,11378.545,148.809,19.000,23.002,1.000,8.000,0.000,36.000
enc-post-MLP-dropout,88.555,112.003,23.002,15.000,0.000,12.000,8.000,72.000
final-layernorm,123.990,599.855,15.000,15.000,0.000,16.031,3.969,36.000
gpt-post-process,2531.391,12678.683,15.000,7.000,12.273,98.238,51.762,0.000
