op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,783.581,3963.482,0.031,40.000,636.250,60.000,120.000,796.000
enc-1st-layernorm,131.971,477.135,40.000,80.000,0.000,40.062,0.000,320.000
enc-attention-qkv,4926.562,4788.929,80.000,160.000,37.500,120.000,120.000,400.000
enc-attention-score,2073.807,3906.190,160.000,1104.000,0.000,1024.000,1024.000,2168.000
enc-attention-softmax,2097.166,2531.570,1104.000,1104.000,0.000,1024.000,0.000,3072.000
enc-attention-dropout,3805.119,3173.774,1104.000,1104.000,0.000,1536.000,0.000,4096.000
enc-attention-context,2155.948,3890.336,1104.000,80.000,0.000,40.000,40.000,1144.000
enc-attention-dense,1614.106,1481.444,80.000,80.005,12.500,40.000,0.000,160.000
enc-post-attention-dropout,427.741,245.136,80.005,40.000,0.000,60.000,40.000,224.000
enc-2nd-layernorm,131.714,474.894,40.000,80.000,0.000,40.062,0.000,320.000
enc-MLP-GEMM-1,6035.489,5630.863,80.000,200.020,50.000,160.000,0.000,520.000
enc-MLP-gelu,417.554,819.343,200.020,200.000,0.000,160.000,0.000,706.000
enc-MLP-GEMM-2,6390.643,5696.964,200.000,80.005,50.000,40.000,0.000,280.000
enc-post-MLP-dropout,412.512,232.810,80.005,40.000,0.000,60.000,40.000,224.000
final-layernorm,234.526,780.487,40.000,40.000,0.000,80.062,0.000,160.000
gpt-post-process,115419.501,89151.001,40.000,0.000,626.250,4008.102,2003.898,0.000
