op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,38093.299,4159.158,0.031,112.000,199.828,168.070,335.930,1088.000
enc-1st-layernorm,500.160,1404.834,112.000,224.000,0.000,112.062,0.000,896.000
enc-attention-qkv,8897.054,45552.903,224.000,196.000,73.500,84.000,56.000,364.000
enc-attention-score,1059.133,1814.443,196.000,588.000,0.000,448.000,448.000,980.000
enc-attention-softmax,856.149,1112.592,588.000,588.000,0.000,448.000,0.000,1344.000
enc-attention-dropout,1632.458,1394.641,588.000,588.000,0.000,672.000,0.000,1792.000
enc-attention-context,925.273,1914.114,588.000,140.000,0.000,28.000,28.000,532.000
enc-attention-dense,40215.832,2709.448,140.000,224.014,24.500,112.000,0.000,364.000
enc-post-attention-dropout,1124.740,635.493,224.014,112.000,0.000,168.000,112.000,512.000
enc-2nd-layernorm,479.919,1397.139,112.000,224.000,0.000,112.062,0.000,896.000
enc-MLP-GEMM-1,11524.153,46122.432,224.000,224.014,98.000,112.000,0.000,448.000
enc-MLP-gelu,293.106,575.078,224.014,224.000,0.000,112.000,0.000,512.000
enc-MLP-GEMM-2,48032.033,11257.243,224.000,224.014,98.000,112.000,0.000,448.000
enc-post-MLP-dropout,1127.076,635.165,224.014,112.000,0.000,168.000,112.000,512.000
final-layernorm,774.783,1017.678,112.000,112.000,0.000,224.062,0.000,448.000
gpt-post-process,24495.709,53657.401,112.000,0.000,171.828,392.852,199.148,0.000
