op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,18027.717,2743.685,0.016,56.000,199.828,84.035,167.965,616.000
enc-1st-layernorm,239.605,705.546,56.000,112.000,0.000,56.031,0.000,448.000
enc-attention-qkv,4797.274,22347.605,112.000,98.000,73.500,42.000,0.000,168.000
enc-attention-score,502.360,947.112,98.000,294.000,0.000,224.000,224.000,490.000
enc-attention-softmax,436.527,560.749,294.000,294.000,0.000,224.000,0.000,672.000
enc-attention-dropout,816.453,698.203,294.000,294.000,0.000,336.000,0.000,896.000
enc-attention-context,476.676,986.260,294.000,70.000,0.000,14.000,0.000,266.000
enc-attention-dense,19324.130,1358.569,70.000,112.014,24.500,56.000,0.000,168.000
enc-post-attention-dropout,566.846,320.768,112.014,56.000,0.000,84.000,56.000,288.000
enc-2nd-layernorm,240.481,708.687,56.000,112.000,0.000,56.031,0.000,448.000
enc-MLP-GEMM-1,5801.713,23215.556,112.000,112.014,98.000,56.000,0.000,224.000
enc-MLP-gelu,149.304,298.041,112.014,112.000,0.000,56.000,0.000,288.000
enc-MLP-GEMM-2,23287.898,5637.693,112.000,112.014,98.000,56.000,0.000,224.000
enc-post-MLP-dropout,567.234,320.834,112.014,56.000,0.000,84.000,56.000,288.000
final-layernorm,390.178,645.369,56.000,56.000,0.000,112.031,0.000,224.000
gpt-post-process,12567.103,26203.424,56.000,0.000,171.828,196.426,101.574,0.000
