op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,70154.697,11828.959,0.062,224.000,371.656,336.141,671.859,2060.000
enc-1st-layernorm,1420.605,4952.604,224.000,448.000,0.000,224.125,0.000,1792.000
enc-attention-qkv,220996.308,47310.621,336.000,896.000,147.000,672.000,672.000,2128.000
enc-attention-score,5854.678,9130.847,672.000,2240.000,0.000,1792.000,1792.000,3920.000
enc-attention-softmax,5841.428,7232.857,2240.000,2240.000,0.000,1792.000,0.000,5376.000
enc-attention-dropout,10000000.000,10000000.000,2240.000,2240.000,0.000,10000000.000,10000000.000,10000000.000
enc-attention-context,5107.999,9447.783,2240.000,448.000,0.000,112.000,112.000,2128.000
enc-attention-dense,71313.655,13798.898,448.000,560.014,49.000,224.000,0.000,784.000
enc-post-attention-dropout,3433.418,1969.582,560.014,336.000,0.000,336.000,224.000,952.000
enc-2nd-layernorm,1426.500,4918.283,336.000,560.000,0.000,224.125,0.000,1792.000
enc-MLP-GEMM-1,61036.253,111614.120,560.000,784.027,196.000,448.000,0.000,1568.000
enc-MLP-gelu,1917.672,3464.198,784.027,784.000,0.000,448.000,0.000,1904.000
enc-MLP-GEMM-2,114566.094,55303.305,784.000,560.014,196.000,224.000,0.000,1120.000
enc-post-MLP-dropout,3433.222,1967.549,560.014,336.000,0.000,336.000,224.000,952.000
final-layernorm,2430.296,3635.186,336.000,336.000,0.000,448.125,0.000,896.000
gpt-post-process,126244.003,161593.699,336.000,112.000,343.656,1572.203,785.797,0.000
