op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,6367.493,3472.328,0.016,20.000,323.125,30.035,59.965,472.000
enc-1st-layernorm,114.483,473.094,20.000,40.000,0.000,20.031,0.000,160.000
enc-attention-qkv,17564.291,1829.511,30.000,80.000,18.750,60.000,60.000,190.000
enc-attention-score,625.485,1284.081,60.000,296.000,0.000,256.000,256.000,542.000
enc-attention-softmax,838.083,1037.818,296.000,296.000,0.000,256.000,0.000,768.000
enc-attention-dropout,1371.777,1245.457,296.000,296.000,0.000,384.000,0.000,1024.000
enc-attention-context,661.343,1302.737,296.000,40.000,0.000,10.000,10.000,286.000
enc-attention-dense,5785.674,481.445,40.000,50.005,6.250,20.000,0.000,70.000
enc-post-attention-dropout,314.003,181.699,50.005,30.000,0.000,30.000,10.000,116.000
enc-2nd-layernorm,114.524,385.541,30.000,50.000,0.000,20.031,0.000,160.000
enc-MLP-GEMM-1,1943.028,7231.361,50.000,70.010,25.000,40.000,0.000,140.000
enc-MLP-gelu,167.364,329.727,70.010,70.000,0.000,40.000,0.000,196.000
enc-MLP-GEMM-2,7079.107,1850.259,70.000,50.005,25.000,20.000,0.000,100.000
enc-post-MLP-dropout,316.304,181.204,50.005,30.000,0.000,30.000,10.000,116.000
final-layernorm,205.374,762.379,30.000,30.000,0.000,40.031,0.000,80.000
gpt-post-process,40362.698,33397.943,30.000,10.000,313.125,1002.051,501.949,0.000
