op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,3775.203,2058.887,0.008,10.000,166.562,15.018,34.982,208.000
enc-1st-layernorm,106.061,202.519,10.000,20.000,0.000,10.016,0.000,80.000
enc-attention-qkv,10425.490,552.338,12.500,40.000,9.375,30.000,30.000,90.000
enc-attention-score,164.127,366.437,25.000,84.000,0.000,64.000,64.000,148.000
enc-attention-softmax,213.450,269.383,84.000,84.000,0.000,64.000,0.000,192.000
enc-attention-dropout,353.092,320.107,84.000,84.000,0.000,96.000,0.000,256.000
enc-attention-context,172.579,313.604,84.000,20.000,0.000,2.500,0.000,84.000
enc-attention-dense,3538.585,183.326,20.000,27.505,3.125,10.000,0.000,30.000
enc-post-attention-dropout,163.251,102.848,27.505,17.500,0.000,15.000,15.000,76.000
enc-2nd-layernorm,105.709,203.234,17.500,27.500,0.000,10.016,0.000,80.000
enc-MLP-GEMM-1,449.574,3996.271,27.500,27.505,12.500,10.000,0.000,40.000
enc-MLP-gelu,84.913,188.804,27.505,27.500,0.000,10.000,0.000,76.000
enc-MLP-GEMM-2,3910.631,480.765,27.500,27.505,12.500,10.000,0.000,40.000
enc-post-MLP-dropout,163.043,101.292,27.505,17.500,0.000,15.000,15.000,76.000
final-layernorm,107.408,485.945,17.500,17.500,0.000,10.016,0.000,40.000
gpt-post-process,10658.544,10782.045,17.500,7.500,156.562,250.525,127.475,0.000
