op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,92821.074,8757.198,0.062,224.000,113.914,336.141,671.859,1222.000
enc-1st-layernorm,1418.006,4887.390,224.000,448.000,0.000,224.125,0.000,1792.000
enc-attention-qkv,11883.599,88609.236,448.000,308.000,36.750,84.000,84.000,476.000
enc-attention-score,1379.609,2345.258,308.000,700.000,0.000,448.000,448.000,980.000
enc-attention-softmax,1463.395,1814.228,700.000,700.000,0.000,448.000,0.000,1344.000
enc-attention-dropout,2389.467,2174.920,700.000,700.000,0.000,672.000,0.000,1792.000
enc-attention-context,1251.954,2468.228,700.000,252.000,0.000,28.000,28.000,532.000
enc-attention-dense,81567.979,3482.288,252.000,448.014,12.250,224.000,0.000,700.000
enc-post-attention-dropout,3429.127,1971.608,448.014,224.000,0.000,336.000,224.000,952.000
enc-2nd-layernorm,1427.370,4955.506,224.000,448.000,0.000,224.125,0.000,1792.000
enc-MLP-GEMM-1,14753.878,91406.894,448.000,336.007,49.000,112.000,0.000,560.000
enc-MLP-gelu,473.690,886.905,336.007,336.000,0.000,112.000,0.000,448.000
enc-MLP-GEMM-2,91207.248,13677.591,336.000,448.014,49.000,224.000,0.000,784.000
enc-post-MLP-dropout,3431.958,1971.149,448.014,224.000,0.000,336.000,224.000,952.000
final-layernorm,2425.563,3594.625,224.000,224.000,0.000,448.125,0.000,896.000
gpt-post-process,36227.304,105614.370,224.000,0.000,85.914,392.953,199.047,0.000
