op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,7650.667,2295.214,0.016,20.000,166.562,30.035,49.965,296.000
enc-1st-layernorm,111.574,385.523,20.000,40.000,0.000,20.031,0.000,160.000
enc-attention-qkv,829.965,7484.317,40.000,35.000,9.375,15.000,21.000,60.000
enc-attention-score,320.297,651.014,35.000,153.000,0.000,128.000,128.000,276.000
enc-attention-softmax,420.105,529.379,153.000,153.000,0.000,128.000,0.000,384.000
enc-attention-dropout,687.259,626.302,153.000,153.000,0.000,192.000,0.000,512.000
enc-attention-context,332.797,634.176,153.000,25.000,0.000,5.000,15.000,128.000
enc-attention-dense,6907.040,236.994,25.000,40.005,3.125,20.000,0.000,80.000
enc-post-attention-dropout,314.593,181.246,40.005,20.000,0.000,30.000,10.000,116.000
enc-2nd-layernorm,106.531,383.925,20.000,40.000,0.000,20.031,0.000,160.000
enc-MLP-GEMM-1,951.797,7580.268,40.000,40.005,12.500,20.000,0.000,80.000
enc-MLP-gelu,87.386,175.661,40.005,40.000,0.000,20.000,0.000,116.000
enc-MLP-GEMM-2,7494.611,901.997,40.000,40.005,12.500,20.000,0.000,80.000
enc-post-MLP-dropout,317.568,181.079,40.005,20.000,0.000,30.000,10.000,116.000
final-layernorm,206.906,762.749,20.000,20.000,0.000,40.031,0.000,80.000
gpt-post-process,20594.621,21016.884,20.000,0.000,156.562,502.051,251.949,0.000
