op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,8596.659,4586.512,0.008,28.000,371.656,42.018,83.982,484.000
enc-1st-layernorm,204.498,601.035,28.000,56.000,0.000,28.016,0.000,224.000
enc-attention-qkv,5833.393,12815.475,56.000,70.000,147.000,42.000,14.000,154.000
enc-attention-score,633.913,1181.394,70.000,266.000,0.000,224.000,224.000,462.000
enc-attention-softmax,734.830,910.556,266.000,266.000,0.000,224.000,0.000,672.000
enc-attention-dropout,1200.813,1090.491,266.000,266.000,0.000,336.000,0.000,896.000
enc-attention-context,623.506,1275.402,266.000,42.000,0.000,14.000,0.000,252.000
enc-attention-dense,9226.328,1794.553,42.000,56.014,49.000,28.000,0.000,0.000
enc-post-attention-dropout,438.190,251.776,56.014,28.000,0.000,42.000,14.000,148.000
enc-2nd-layernorm,202.692,594.270,28.000,56.000,0.000,28.016,0.000,224.000
enc-MLP-GEMM-1,7679.188,14214.027,56.000,84.027,196.000,56.000,0.000,196.000
enc-MLP-gelu,233.328,453.687,84.027,84.000,0.000,56.000,0.000,224.000
enc-MLP-GEMM-2,14083.374,6977.010,84.000,56.014,196.000,28.000,0.000,140.000
enc-post-MLP-dropout,437.105,251.859,56.014,28.000,0.000,42.000,14.000,148.000
final-layernorm,202.739,481.367,28.000,28.000,0.000,28.016,0.000,112.000
gpt-post-process,15885.919,20705.897,28.000,0.000,343.656,196.400,101.600,0.000
