op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,15174.019,3075.695,0.031,40.000,166.562,60.070,119.930,474.000
enc-1st-layernorm,206.780,749.314,40.000,80.000,0.000,40.062,0.000,320.000
enc-attention-qkv,1701.289,14618.927,80.000,70.000,9.375,30.000,30.000,130.000
enc-attention-score,629.818,1281.744,70.000,306.000,0.000,256.000,256.000,542.000
enc-attention-softmax,838.000,1039.702,306.000,306.000,0.000,256.000,0.000,768.000
enc-attention-dropout,1376.140,1245.773,306.000,306.000,0.000,384.000,0.000,1024.000
enc-attention-context,668.484,1299.405,306.000,50.000,0.000,10.000,10.000,286.000
enc-attention-dense,13382.894,544.310,50.000,80.005,3.125,40.000,0.000,130.000
enc-post-attention-dropout,620.061,357.610,80.005,40.000,0.000,60.000,40.000,196.000
enc-2nd-layernorm,210.857,761.855,40.000,80.000,0.000,40.062,0.000,320.000
enc-MLP-GEMM-1,1971.853,14827.591,80.000,80.005,12.500,40.000,0.000,160.000
enc-MLP-gelu,166.452,327.671,80.005,80.000,0.000,40.000,0.000,196.000
enc-MLP-GEMM-2,14711.273,1814.723,80.000,80.005,12.500,40.000,0.000,160.000
enc-post-MLP-dropout,620.228,356.853,80.005,40.000,0.000,60.000,40.000,196.000
final-layernorm,409.371,764.316,40.000,40.000,0.000,80.062,0.000,160.000
gpt-post-process,40685.141,40650.409,40.000,0.000,156.562,1002.102,501.898,0.000
