op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,10108.161,2051.526,0.062,32.000,53.094,48.141,95.859,298.000
enc-1st-layernorm,132.579,543.725,32.000,64.000,0.000,32.125,0.000,256.000
enc-attention-qkv,26733.613,1413.697,48.000,128.000,3.000,96.000,96.000,304.000
enc-attention-score,1150.215,2297.729,96.000,576.000,0.000,512.000,512.000,1072.000
enc-attention-softmax,1673.520,2072.340,576.000,576.000,0.000,512.000,0.000,1536.000
enc-attention-dropout,2729.297,2485.663,576.000,576.000,0.000,768.000,0.000,2048.000
enc-attention-context,1330.048,2337.265,576.000,64.000,0.000,16.000,16.000,560.000
enc-attention-dense,8752.429,308.359,64.000,80.002,1.000,32.000,0.000,112.000
enc-post-attention-dropout,496.060,286.889,80.002,48.000,0.000,48.000,32.000,162.000
enc-2nd-layernorm,132.501,551.695,48.000,80.000,0.000,32.125,0.000,256.000
enc-MLP-GEMM-1,1264.232,9646.088,80.000,112.004,4.000,64.000,0.000,224.000
enc-MLP-gelu,267.380,504.291,112.004,112.000,0.000,64.000,0.000,290.000
enc-MLP-GEMM-2,9567.535,1187.080,112.000,80.002,4.000,32.000,0.000,160.000
enc-post-MLP-dropout,498.301,286.418,80.002,48.000,0.000,48.000,32.000,162.000
final-layernorm,276.154,754.029,48.000,48.000,0.000,64.125,0.000,128.000
gpt-post-process,43645.167,33038.688,48.000,16.000,49.094,1572.203,785.797,0.000
