op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,710.732,761.616,0.016,8.000,57.094,10.018,9.982,90.000
enc-1st-layernorm,49.263,120.974,8.000,16.000,0.000,8.016,0.000,40.000
enc-attention-qkv,1273.739,336.373,10.000,32.000,3.000,24.000,24.000,24.000
enc-attention-score,190.818,723.392,20.000,80.000,0.000,64.000,64.000,0.000
enc-attention-softmax,566.065,1036.322,80.000,80.000,0.000,64.000,64.000,128.000
enc-attention-dropout,200.480,192.213,80.000,80.000,0.000,80.000,0.000,128.000
enc-attention-context,364.131,543.213,80.000,16.000,0.000,2.000,0.000,64.000
enc-attention-dense,517.040,148.213,16.000,22.004,1.000,8.000,0.000,0.000
enc-post-attention-dropout,87.231,93.919,22.004,14.000,0.000,10.000,10.000,36.000
enc-2nd-layernorm,49.424,123.841,14.000,22.000,0.000,8.016,0.000,40.000
enc-MLP-GEMM-1,357.920,812.060,22.000,22.004,4.000,8.000,12.000,20.000
enc-MLP-gelu,40.489,142.401,22.004,22.000,0.000,8.000,0.000,36.000
enc-MLP-GEMM-2,746.977,334.007,22.000,22.004,4.000,8.000,12.000,20.000
enc-post-MLP-dropout,87.404,102.073,22.004,14.000,0.000,10.000,10.000,36.000
final-layernorm,64.063,391.161,14.000,14.000,0.000,8.016,0.000,20.000
gpt-post-process,4937.482,4671.240,14.000,6.000,49.094,98.213,1.787,0.000
