op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,292.957,6619.030,0.016,20.000,1272.500,25.000,75.000,1254.000
enc-1st-layernorm,79.489,288.665,20.000,40.000,0.000,20.016,0.000,80.000
enc-attention-qkv,5717.915,5650.836,40.000,80.000,75.000,60.000,0.000,0.000
enc-attention-score,1906.449,4407.918,80.000,552.000,0.000,512.000,512.000,60.000
enc-attention-softmax,4402.858,8149.612,552.000,552.000,0.000,512.000,512.000,1024.000
enc-attention-dropout,1665.372,1449.996,552.000,552.000,0.000,640.000,0.000,1024.000
enc-attention-context,2062.219,3799.158,552.000,40.000,0.000,20.000,20.000,532.000
enc-attention-dense,1766.056,1821.083,40.000,40.010,25.000,20.000,0.000,0.000
enc-post-attention-dropout,197.452,117.844,40.010,20.000,0.000,25.000,35.000,80.000
enc-2nd-layernorm,72.455,265.992,20.000,40.000,0.000,20.016,0.000,80.000
enc-MLP-GEMM-1,7240.504,7025.427,40.000,100.039,100.000,80.000,0.000,0.000
enc-MLP-gelu,218.827,421.345,100.039,100.000,0.000,80.000,0.000,240.000
enc-MLP-GEMM-2,7016.492,6973.499,100.000,40.010,100.000,20.000,0.000,0.000
enc-post-MLP-dropout,197.470,115.073,40.010,20.000,0.000,25.000,35.000,80.000
final-layernorm,77.647,354.666,20.000,20.000,0.000,20.016,0.000,40.000
gpt-post-process,98126.656,90423.733,20.000,0.000,1252.500,1002.025,0.000,0.000
