op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,143.683,1416.719,0.016,8.000,204.375,10.000,10.000,198.000
enc-1st-layernorm,52.500,121.474,8.000,16.000,0.000,8.016,0.000,40.000
enc-attention-qkv,1076.043,1033.300,16.000,32.000,12.000,24.000,0.000,0.000
enc-attention-score,735.152,1476.246,32.000,272.000,0.000,256.000,256.000,40.000
enc-attention-softmax,2208.126,4097.152,272.000,272.000,0.000,256.000,256.000,512.000
enc-attention-dropout,824.481,730.658,272.000,272.000,0.000,320.000,0.000,512.000
enc-attention-context,750.834,1397.979,272.000,16.000,0.000,8.000,12.000,256.000
enc-attention-dense,382.799,343.120,16.000,16.004,4.000,8.000,12.000,20.000
enc-post-attention-dropout,85.974,88.102,16.004,8.000,0.000,10.000,10.000,36.000
enc-2nd-layernorm,49.549,134.474,8.000,16.000,0.000,8.016,0.000,40.000
enc-MLP-GEMM-1,1416.498,1211.590,16.000,40.016,16.000,32.000,0.000,32.000
enc-MLP-gelu,90.384,186.157,40.016,40.000,0.000,32.000,0.000,128.000
enc-MLP-GEMM-2,1290.703,1353.973,40.000,16.004,16.000,8.000,0.000,32.000
enc-post-MLP-dropout,86.516,86.564,16.004,8.000,0.000,10.000,10.000,36.000
final-layernorm,69.600,357.300,8.000,8.000,0.000,8.016,0.000,20.000
gpt-post-process,18234.545,15234.780,8.000,0.000,196.375,392.775,1.225,0.000
