op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,629.419,6866.419,0.031,40.000,1272.500,50.000,0.000,1254.000
enc-1st-layernorm,153.244,535.303,40.000,80.000,0.000,40.031,0.000,160.000
enc-attention-qkv,11190.057,11185.932,80.000,160.000,75.000,120.000,0.000,0.000
enc-attention-score,3930.366,8475.518,160.000,1104.000,0.000,1024.000,1024.000,120.000
enc-attention-softmax,8792.400,16334.248,1104.000,1104.000,0.000,1024.000,1024.000,2048.000
enc-attention-dropout,3345.227,2892.846,1104.000,1104.000,0.000,1280.000,0.000,2048.000
enc-attention-context,4218.894,7337.362,1104.000,80.000,0.000,40.000,40.000,1064.000
enc-attention-dense,3662.276,3825.694,80.000,80.010,25.000,40.000,0.000,0.000
enc-post-attention-dropout,419.277,243.592,80.010,40.000,0.000,50.000,40.000,160.000
enc-2nd-layernorm,153.095,524.169,40.000,80.000,0.000,40.031,0.000,160.000
enc-MLP-GEMM-1,14225.113,14138.645,80.000,200.039,100.000,160.000,0.000,0.000
enc-MLP-gelu,429.130,817.466,200.039,200.000,0.000,160.000,0.000,400.000
enc-MLP-GEMM-2,14503.950,14040.178,200.000,80.010,100.000,40.000,0.000,0.000
enc-post-MLP-dropout,383.145,221.890,80.010,40.000,0.000,50.000,40.000,160.000
final-layernorm,257.230,568.837,40.000,40.000,0.000,80.031,0.000,80.000
gpt-post-process,196997.672,180354.375,40.000,0.000,1252.500,2004.051,0.000,0.000
