op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2943.349,5264.324,0.062,80.000,646.250,100.070,239.930,896.000
enc-1st-layernorm,300.318,1087.952,80.000,160.000,0.000,80.062,0.000,320.000
enc-attention-qkv,11279.422,12934.041,160.000,200.000,37.500,120.000,80.000,200.000
enc-attention-score,3944.695,8418.185,200.000,1144.000,0.000,1024.000,1024.000,120.000
enc-attention-softmax,8776.700,16334.504,1144.000,1144.000,0.000,1024.000,1024.000,2048.000
enc-attention-dropout,3319.019,2895.671,1144.000,1144.000,0.000,1280.000,0.000,2048.000
enc-attention-context,4231.244,7386.678,1144.000,120.000,0.000,40.000,40.000,1064.000
enc-attention-dense,5240.560,3742.057,120.000,160.010,12.500,80.000,0.000,120.000
enc-post-attention-dropout,810.599,436.622,160.010,80.000,0.000,100.000,80.000,240.000
enc-2nd-layernorm,275.999,982.946,80.000,160.000,0.000,80.062,0.000,320.000
enc-MLP-GEMM-1,14212.066,15683.866,160.000,240.020,50.000,160.000,0.000,240.000
enc-MLP-gelu,430.638,817.513,240.020,240.000,0.000,160.000,0.000,400.000
enc-MLP-GEMM-2,16135.103,13947.994,240.000,160.010,50.000,80.000,0.000,240.000
enc-post-MLP-dropout,754.237,440.252,160.010,80.000,0.000,100.000,80.000,240.000
final-layernorm,483.745,704.038,80.000,80.000,0.000,160.062,0.000,160.000
gpt-post-process,196967.256,180335.683,80.000,0.000,626.250,2004.102,0.000,0.000
