op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2465.248,8065.158,0.125,160.000,1272.500,200.000,440.000,1430.000
enc-1st-layernorm,594.115,1967.722,160.000,320.000,0.000,160.125,0.000,640.000
enc-attention-qkv,45236.254,44274.700,320.000,640.000,75.000,480.000,480.000,640.000
enc-attention-score,16224.211,33679.259,640.000,4416.000,0.000,4096.000,4096.000,480.000
enc-attention-softmax,10000000.000,10000000.000,4416.000,4416.000,0.000,10000000.000,10000000.000,10000000.000
enc-attention-dropout,10000000.000,10000000.000,4416.000,4416.000,0.000,10000000.000,10000000.000,10000000.000
enc-attention-context,16869.825,29920.661,4416.000,320.000,0.000,160.000,160.000,4256.000
enc-attention-dense,14695.257,14063.120,320.000,320.010,25.000,160.000,0.000,320.000
enc-post-attention-dropout,1643.461,950.336,320.010,160.000,0.000,200.000,160.000,400.000
enc-2nd-layernorm,593.561,2065.861,160.000,320.000,0.000,160.125,0.000,640.000
enc-MLP-GEMM-1,57363.605,55445.516,320.000,800.039,100.000,640.000,0.000,800.000
enc-MLP-gelu,1711.303,3222.519,800.039,800.000,0.000,640.000,0.000,1360.000
enc-MLP-GEMM-2,58355.480,55775.404,800.000,320.010,100.000,160.000,0.000,800.000
enc-post-MLP-dropout,1495.987,867.957,320.010,160.000,0.000,200.000,160.000,400.000
final-layernorm,1037.723,1366.228,160.000,160.000,0.000,320.125,0.000,320.000
gpt-post-process,10000000.000,10000000.000,160.000,0.000,1252.500,10000000.000,10000000.000,10000000.000
