op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,695.151,1222.181,0.031,16.000,106.188,20.035,47.965,170.000
enc-1st-layernorm,57.435,188.613,16.000,32.000,0.000,16.031,0.000,64.000
enc-attention-qkv,2168.441,1083.833,24.000,64.000,6.000,48.000,48.000,68.000
enc-attention-score,690.407,1477.081,48.000,288.000,0.000,256.000,256.000,40.000
enc-attention-softmax,2211.648,4086.834,288.000,288.000,0.000,256.000,256.000,512.000
enc-attention-dropout,821.263,730.211,288.000,288.000,0.000,320.000,0.000,512.000
enc-attention-context,747.097,1399.404,288.000,32.000,0.000,8.000,12.000,256.000
enc-attention-dense,790.745,313.848,32.000,40.004,2.000,16.000,0.000,16.000
enc-post-attention-dropout,165.701,95.731,40.004,24.000,0.000,20.000,12.000,64.000
enc-2nd-layernorm,55.254,187.296,24.000,40.000,0.000,16.031,0.000,64.000
enc-MLP-GEMM-1,1292.813,1824.290,40.000,56.008,8.000,32.000,0.000,48.000
enc-MLP-gelu,90.790,185.364,56.008,56.000,0.000,32.000,0.000,128.000
enc-MLP-GEMM-2,1687.056,1209.450,56.000,40.004,8.000,16.000,0.000,48.000
enc-post-MLP-dropout,159.955,93.478,40.004,24.000,0.000,20.000,12.000,64.000
final-layernorm,94.980,556.600,24.000,24.000,0.000,32.031,0.000,32.000
gpt-post-process,18447.989,15382.034,24.000,8.000,98.188,392.801,1.199,0.000
