op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,4000.062,6358.093,0.031,112.000,743.312,140.035,307.965,1216.000
enc-1st-layernorm,483.578,1609.778,112.000,224.000,0.000,112.031,0.000,448.000
enc-attention-qkv,50570.989,44895.440,168.000,448.000,294.000,336.000,336.000,392.000
enc-attention-score,4656.154,8782.178,336.000,1120.000,0.000,896.000,896.000,168.000
enc-attention-softmax,7695.019,14299.285,1120.000,1120.000,0.000,896.000,896.000,1792.000
enc-attention-dropout,2922.130,2533.787,1120.000,1120.000,0.000,1120.000,0.000,1792.000
enc-attention-context,4757.506,8692.712,1120.000,224.000,0.000,56.000,56.000,952.000
enc-attention-dense,16630.918,13893.551,224.000,280.027,98.000,112.000,0.000,112.000
enc-post-attention-dropout,1050.258,608.927,280.027,168.000,0.000,140.000,84.000,306.000
enc-2nd-layernorm,460.845,1474.059,168.000,280.000,0.000,112.031,0.000,448.000
enc-MLP-GEMM-1,57121.712,57914.728,280.000,392.055,392.000,224.000,0.000,336.000
enc-MLP-gelu,599.867,1136.702,392.055,392.000,0.000,224.000,0.000,532.000
enc-MLP-GEMM-2,60960.710,55490.077,392.000,280.027,392.000,112.000,0.000,336.000
enc-post-MLP-dropout,1052.165,609.183,280.027,168.000,0.000,140.000,84.000,306.000
final-layernorm,750.476,1057.220,168.000,168.000,0.000,224.031,0.000,224.000
gpt-post-process,101710.391,99252.081,168.000,56.000,687.312,392.801,1.199,0.000
