op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,13377.368,2722.263,0.031,40.000,333.125,50.035,109.965,522.000
enc-1st-layernorm,137.222,493.246,40.000,80.000,0.000,40.031,0.000,160.000
enc-attention-qkv,1174.468,14187.318,80.000,70.000,18.750,30.000,0.000,70.000
enc-attention-score,568.193,1103.449,70.000,306.000,0.000,256.000,256.000,30.000
enc-attention-softmax,2441.305,4043.096,306.000,306.000,0.000,256.000,256.000,512.000
enc-attention-dropout,752.318,718.576,306.000,306.000,0.000,320.000,0.000,512.000
enc-attention-context,532.085,1207.447,306.000,50.000,0.000,10.000,0.000,266.000
enc-attention-dense,13334.477,361.699,50.000,80.010,6.250,40.000,0.000,40.000
enc-post-attention-dropout,372.434,218.034,80.010,40.000,0.000,50.000,30.000,144.000
enc-2nd-layernorm,138.056,493.622,40.000,80.000,0.000,40.031,0.000,160.000
enc-MLP-GEMM-1,1471.072,14249.659,80.000,80.010,25.000,40.000,0.000,80.000
enc-MLP-gelu,105.631,218.201,80.010,80.000,0.000,40.000,0.000,144.000
enc-MLP-GEMM-2,14257.264,1427.042,80.000,80.010,25.000,40.000,0.000,80.000
enc-post-MLP-dropout,372.356,219.619,80.010,40.000,0.000,50.000,30.000,144.000
final-layernorm,239.062,958.610,40.000,40.000,0.000,80.031,0.000,80.000
gpt-post-process,22364.444,30442.548,40.000,0.000,313.125,502.051,0.000,0.000
