op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,5538.076,884.414,0.031,16.000,57.094,20.035,47.965,120.000
enc-1st-layernorm,72.068,181.329,16.000,32.000,0.000,16.031,0.000,64.000
enc-attention-qkv,15918.255,344.193,20.000,64.000,3.000,48.000,48.000,48.000
enc-attention-score,244.451,383.031,40.000,160.000,0.000,128.000,128.000,20.000
enc-attention-softmax,1221.281,2021.950,160.000,160.000,0.000,128.000,128.000,256.000
enc-attention-dropout,377.923,363.004,160.000,160.000,0.000,160.000,0.000,256.000
enc-attention-context,197.357,436.795,160.000,32.000,0.000,4.000,0.000,128.000
enc-attention-dense,5366.594,148.994,32.000,44.004,1.000,16.000,0.000,16.000
enc-post-attention-dropout,154.775,91.940,44.004,28.000,0.000,20.000,12.000,64.000
enc-2nd-layernorm,68.742,181.508,28.000,44.000,0.000,16.031,0.000,64.000
enc-MLP-GEMM-1,292.748,5589.765,44.000,44.004,4.000,16.000,0.000,32.000
enc-MLP-gelu,44.662,113.994,44.004,44.000,0.000,16.000,0.000,64.000
enc-MLP-GEMM-2,5584.872,294.161,44.000,44.004,4.000,16.000,0.000,32.000
enc-post-MLP-dropout,154.543,119.257,44.004,28.000,0.000,20.000,12.000,64.000
final-layernorm,98.670,772.554,28.000,28.000,0.000,32.031,0.000,32.000
gpt-post-process,5325.878,8798.218,28.000,12.000,49.094,196.426,1.574,0.000
