op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,138.372,1342.088,0.016,8.000,204.375,10.000,10.000,198.000
enc-1st-layernorm,71.049,208.294,8.000,16.000,0.000,8.016,0.000,40.000
enc-attention-qkv,502.086,503.296,16.000,32.000,12.000,24.000,0.000,0.000
enc-attention-score,583.810,801.957,32.000,272.000,0.000,256.000,256.000,40.000
enc-attention-softmax,2414.072,4047.430,272.000,272.000,0.000,256.000,256.000,512.000
enc-attention-dropout,760.448,719.833,272.000,272.000,0.000,320.000,0.000,512.000
enc-attention-context,433.022,968.570,272.000,16.000,0.000,8.000,12.000,256.000
enc-attention-dense,153.959,155.270,16.000,16.004,4.000,8.000,12.000,20.000
enc-post-attention-dropout,81.897,112.212,16.004,8.000,0.000,10.000,10.000,36.000
enc-2nd-layernorm,75.799,192.863,8.000,16.000,0.000,8.016,0.000,40.000
enc-MLP-GEMM-1,520.533,522.417,16.000,40.016,16.000,32.000,0.000,32.000
enc-MLP-gelu,84.883,175.768,40.016,40.000,0.000,32.000,0.000,126.000
enc-MLP-GEMM-2,514.555,539.649,40.000,16.004,16.000,8.000,0.000,32.000
enc-post-MLP-dropout,82.052,138.241,16.004,8.000,0.000,10.000,10.000,36.000
final-layernorm,72.598,511.724,8.000,8.000,0.000,8.016,0.000,20.000
gpt-post-process,9606.767,7159.245,8.000,0.000,196.375,392.775,1.225,0.000
