op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1891.774,4261.005,0.031,40.000,646.250,50.035,0.000,628.000
enc-1st-layernorm,145.996,492.752,40.000,80.000,0.000,40.031,0.000,160.000
enc-attention-qkv,5819.589,2524.519,60.000,160.000,37.500,120.000,120.000,140.000
enc-attention-score,1182.449,2122.796,120.000,592.000,0.000,512.000,512.000,60.000
enc-attention-softmax,4906.368,8042.598,592.000,592.000,0.000,512.000,512.000,1024.000
enc-attention-dropout,1514.804,1430.595,592.000,592.000,0.000,640.000,0.000,1024.000
enc-attention-context,1103.461,2449.918,592.000,80.000,0.000,20.000,20.000,532.000
enc-attention-dense,1859.671,720.209,80.000,100.010,12.500,40.000,0.000,60.000
enc-post-attention-dropout,385.451,217.611,100.010,60.000,0.000,50.000,40.000,144.000
enc-2nd-layernorm,138.247,494.498,60.000,100.000,0.000,40.031,0.000,160.000
enc-MLP-GEMM-1,2996.886,4097.146,100.000,140.020,50.000,80.000,0.000,120.000
enc-MLP-gelu,207.639,418.490,140.020,140.000,0.000,80.000,0.000,224.000
enc-MLP-GEMM-2,4051.781,2880.752,140.000,100.010,50.000,40.000,0.000,120.000
enc-post-MLP-dropout,372.678,218.964,100.010,60.000,0.000,50.000,40.000,144.000
final-layernorm,239.909,721.997,60.000,60.000,0.000,80.031,0.000,80.000
gpt-post-process,44417.912,38985.890,60.000,20.000,626.250,1002.051,0.000,0.000
