op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,136060.911,19448.239,0.125,448.000,743.312,560.141,1231.859,2526.000
enc-1st-layernorm,2767.217,8349.854,448.000,896.000,0.000,448.125,0.000,1792.000
enc-attention-qkv,199808.526,299159.807,896.000,1120.000,294.000,672.000,672.000,1120.000
enc-attention-score,25939.870,39712.650,1120.000,4256.000,0.000,3584.000,3584.000,672.000
enc-attention-softmax,48659.760,82992.792,4256.000,4256.000,0.000,3584.000,3584.000,7168.000
enc-attention-dropout,16121.852,15038.431,4256.000,4256.000,0.000,4480.000,0.000,7168.000
enc-attention-context,21653.605,42335.880,4256.000,672.000,0.000,224.000,224.000,3808.000
enc-attention-dense,173382.241,60511.786,672.000,896.027,98.000,448.000,0.000,672.000
enc-post-attention-dropout,6168.264,3575.373,896.027,448.000,0.000,560.000,448.000,952.000
enc-2nd-layernorm,2500.600,8243.459,448.000,896.000,0.000,448.125,0.000,1792.000
enc-MLP-GEMM-1,271915.048,357778.752,896.000,1344.055,392.000,896.000,0.000,1344.000
enc-MLP-gelu,3638.566,6604.457,1344.055,1344.000,0.000,896.000,0.000,1904.000
enc-MLP-GEMM-2,458724.660,251226.306,1344.000,896.027,392.000,448.000,0.000,1344.000
enc-post-MLP-dropout,6126.338,3552.794,896.027,448.000,0.000,560.000,448.000,952.000
final-layernorm,4166.651,5774.146,448.000,448.000,0.000,896.125,0.000,896.000
gpt-post-process,500469.285,596696.204,448.000,0.000,687.312,1572.203,0.000,0.000
