op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,29235.703,5235.833,0.062,80.000,333.125,100.070,239.930,690.000
enc-1st-layernorm,433.546,1459.932,80.000,160.000,0.000,80.062,0.000,320.000
enc-attention-qkv,84179.020,6760.931,100.000,320.000,18.750,240.000,240.000,240.000
enc-attention-score,2364.630,5372.393,200.000,672.000,0.000,512.000,512.000,60.000
enc-attention-softmax,6858.563,11888.075,672.000,672.000,0.000,512.000,512.000,1024.000
enc-attention-dropout,2310.097,2155.358,672.000,672.000,0.000,640.000,0.000,1024.000
enc-attention-context,3021.848,4866.064,672.000,160.000,0.000,20.000,20.000,532.000
enc-attention-dense,27347.112,1829.851,160.000,220.010,6.250,80.000,0.000,100.000
enc-post-attention-dropout,1109.385,643.343,220.010,140.000,0.000,100.000,80.000,198.000
enc-2nd-layernorm,433.582,1463.437,140.000,220.000,0.000,80.062,0.000,320.000
enc-MLP-GEMM-1,8396.691,32178.986,220.000,220.010,25.000,80.000,0.000,160.000
enc-MLP-gelu,323.761,607.699,220.010,220.000,0.000,80.000,0.000,198.000
enc-MLP-GEMM-2,32369.334,7516.277,220.000,220.010,25.000,80.000,0.000,160.000
enc-post-MLP-dropout,1114.517,642.288,220.010,140.000,0.000,100.000,80.000,198.000
final-layernorm,735.915,1089.591,140.000,140.000,0.000,160.062,0.000,160.000
gpt-post-process,114585.006,124671.209,140.000,60.000,313.125,1002.102,0.000,0.000
