op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2162.588,12047.154,0.031,112.000,1430.625,140.000,308.000,1500.000
enc-1st-layernorm,653.404,2081.192,112.000,224.000,0.000,112.031,0.000,448.000
enc-attention-qkv,91879.886,86319.244,224.000,448.000,588.000,336.000,336.000,448.000
enc-attention-score,11648.834,17910.701,448.000,2016.000,0.000,1792.000,1792.000,336.000
enc-attention-softmax,23275.590,41753.602,2016.000,2016.000,0.000,1792.000,1792.000,3584.000
enc-attention-dropout,8115.923,7566.005,2016.000,2016.000,0.000,2240.000,0.000,3584.000
enc-attention-context,10173.607,18951.100,2016.000,224.000,0.000,112.000,112.000,1904.000
enc-attention-dense,36824.626,27699.161,224.000,224.027,196.000,112.000,0.000,0.000
enc-post-attention-dropout,1546.282,902.355,224.027,112.000,0.000,140.000,84.000,264.000
enc-2nd-layernorm,693.148,2079.368,112.000,224.000,0.000,112.031,0.000,448.000
enc-MLP-GEMM-1,162299.263,112649.691,224.000,560.109,784.000,448.000,0.000,560.000
enc-MLP-gelu,1820.189,3312.057,560.109,560.000,0.000,448.000,0.000,952.000
enc-MLP-GEMM-2,124384.791,111910.701,560.000,224.027,784.000,112.000,0.000,560.000
enc-post-MLP-dropout,1548.022,901.407,224.027,112.000,0.000,140.000,84.000,264.000
final-layernorm,1092.923,1479.840,112.000,112.000,0.000,224.031,0.000,224.000
gpt-post-process,208728.027,193110.794,112.000,0.000,1374.625,786.051,0.000,0.000
