op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,15931.076,2783.740,0.031,40.000,176.562,50.035,109.965,366.000
enc-1st-layernorm,218.749,741.464,40.000,80.000,0.000,40.031,0.000,160.000
enc-attention-qkv,44140.786,2664.995,45.000,160.000,9.375,120.000,120.000,120.000
enc-attention-score,503.606,1356.441,90.000,208.000,0.000,128.000,128.000,20.000
enc-attention-softmax,1702.005,2991.909,208.000,208.000,0.000,128.000,128.000,256.000
enc-attention-dropout,589.222,550.544,208.000,208.000,0.000,160.000,0.000,256.000
enc-attention-context,709.003,1301.146,208.000,80.000,0.000,5.000,0.000,148.000
enc-attention-dense,14496.237,556.761,80.000,115.010,3.125,40.000,0.000,40.000
enc-post-attention-dropout,558.698,325.340,115.010,75.000,0.000,50.000,30.000,118.000
enc-2nd-layernorm,218.564,742.424,75.000,115.000,0.000,40.031,0.000,160.000
enc-MLP-GEMM-1,2098.256,15943.033,115.000,95.005,12.500,20.000,0.000,60.000
enc-MLP-gelu,81.491,166.386,95.005,95.000,0.000,20.000,0.000,78.000
enc-MLP-GEMM-2,15759.254,1798.862,95.000,115.010,12.500,40.000,0.000,60.000
enc-post-MLP-dropout,554.615,325.561,115.010,75.000,0.000,50.000,30.000,118.000
final-layernorm,371.039,693.417,75.000,75.000,0.000,80.031,0.000,80.000
gpt-post-process,26921.284,37834.466,75.000,35.000,156.562,250.551,1.449,0.000
