op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2964.497,925.672,0.016,8.000,57.094,10.018,9.982,90.000
enc-1st-layernorm,68.754,188.744,8.000,16.000,0.000,8.016,0.000,40.000
enc-attention-qkv,8210.135,354.838,10.000,32.000,3.000,24.000,24.000,24.000
enc-attention-score,213.712,615.352,20.000,80.000,0.000,64.000,64.000,0.000
enc-attention-softmax,849.259,1504.463,80.000,80.000,0.000,64.000,64.000,128.000
enc-attention-dropout,294.155,276.732,80.000,80.000,0.000,80.000,0.000,128.000
enc-attention-context,310.791,512.743,80.000,16.000,0.000,2.000,0.000,64.000
enc-attention-dense,2745.938,189.453,16.000,22.004,1.000,8.000,0.000,0.000
enc-post-attention-dropout,117.415,111.026,22.004,14.000,0.000,10.000,10.000,36.000
enc-2nd-layernorm,68.319,137.639,14.000,22.000,0.000,8.016,0.000,40.000
enc-MLP-GEMM-1,308.514,3181.201,22.000,22.004,4.000,8.000,12.000,20.000
enc-MLP-gelu,35.352,126.529,22.004,22.000,0.000,8.000,0.000,36.000
enc-MLP-GEMM-2,2985.907,297.058,22.000,22.004,4.000,8.000,12.000,20.000
enc-post-MLP-dropout,117.505,120.360,22.004,14.000,0.000,10.000,10.000,36.000
final-layernorm,49.710,512.564,14.000,14.000,0.000,8.016,0.000,20.000
gpt-post-process,5332.661,6901.884,14.000,6.000,49.094,98.213,1.787,0.000
