op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,7884.526,2354.074,0.016,20.000,176.562,25.018,74.982,198.000
enc-1st-layernorm,109.249,377.101,20.000,40.000,0.000,20.016,0.000,80.000
enc-attention-qkv,22136.515,1187.485,22.500,80.000,9.375,60.000,60.000,60.000
enc-attention-score,253.648,656.533,45.000,104.000,0.000,64.000,64.000,0.000
enc-attention-softmax,850.660,1507.038,104.000,104.000,0.000,64.000,64.000,128.000
enc-attention-dropout,294.542,276.870,104.000,104.000,0.000,80.000,0.000,128.000
enc-attention-context,346.738,588.393,104.000,40.000,0.000,2.500,0.000,64.000
enc-attention-dense,7321.155,291.997,40.000,57.510,3.125,20.000,0.000,20.000
enc-post-attention-dropout,283.396,167.042,57.510,37.500,0.000,25.000,15.000,78.000
enc-2nd-layernorm,108.290,374.973,37.500,57.500,0.000,20.016,0.000,80.000
enc-MLP-GEMM-1,1101.720,8189.899,57.500,47.505,12.500,10.000,0.000,30.000
enc-MLP-gelu,43.273,105.917,47.505,47.500,0.000,10.000,0.000,40.000
enc-MLP-GEMM-2,8003.658,953.025,47.500,57.510,12.500,20.000,0.000,30.000
enc-post-MLP-dropout,284.046,169.152,57.510,37.500,0.000,25.000,15.000,78.000
final-layernorm,108.343,516.856,37.500,37.500,0.000,20.016,0.000,40.000
gpt-post-process,13522.577,18619.800,37.500,17.500,156.562,126.025,0.000,0.000
