op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,6041.628,5762.988,0.016,20.000,646.250,25.018,74.982,688.000
enc-1st-layernorm,108.087,375.652,20.000,40.000,0.000,20.016,0.000,80.000
enc-attention-qkv,3323.656,7887.304,40.000,50.000,37.500,30.000,30.000,50.000
enc-attention-score,1059.860,2761.745,50.000,286.000,0.000,256.000,256.000,30.000
enc-attention-softmax,3408.486,5980.766,286.000,286.000,0.000,256.000,256.000,512.000
enc-attention-dropout,1163.024,1085.293,286.000,286.000,0.000,320.000,0.000,512.000
enc-attention-context,1525.253,2493.501,286.000,30.000,0.000,10.000,10.000,266.000
enc-attention-dense,5953.473,978.875,30.000,40.010,12.500,20.000,0.000,0.000
enc-post-attention-dropout,282.031,165.379,40.010,20.000,0.000,25.000,35.000,78.000
enc-2nd-layernorm,108.552,374.973,20.000,40.000,0.000,20.016,0.000,80.000
enc-MLP-GEMM-1,4185.891,8547.872,40.000,60.020,50.000,40.000,0.000,60.000
enc-MLP-gelu,161.082,312.090,60.020,60.000,0.000,40.000,0.000,118.000
enc-MLP-GEMM-2,8776.128,3789.592,60.000,40.010,50.000,20.000,0.000,60.000
enc-post-MLP-dropout,281.137,164.533,40.010,20.000,0.000,25.000,35.000,78.000
final-layernorm,107.926,444.049,20.000,20.000,0.000,20.016,0.000,40.000
gpt-post-process,53963.017,52550.048,20.000,0.000,626.250,502.025,0.000,0.000
