op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,31687.218,4131.508,0.062,80.000,176.562,100.070,239.930,534.000
enc-1st-layernorm,434.333,1460.880,80.000,160.000,0.000,80.062,0.000,320.000
enc-attention-qkv,88105.065,6240.660,90.000,320.000,9.375,240.000,240.000,250.000
enc-attention-score,1046.288,2770.036,180.000,416.000,0.000,256.000,256.000,30.000
enc-attention-softmax,3387.290,5941.623,416.000,416.000,0.000,256.000,256.000,512.000
enc-attention-dropout,1162.446,1086.241,416.000,416.000,0.000,320.000,0.000,512.000
enc-attention-context,1529.717,2504.730,416.000,160.000,0.000,10.000,10.000,266.000
enc-attention-dense,28857.750,1216.644,160.000,230.010,3.125,80.000,0.000,90.000
enc-post-attention-dropout,1116.687,644.553,230.010,150.000,0.000,100.000,80.000,198.000
enc-2nd-layernorm,433.171,1459.748,150.000,230.000,0.000,80.062,0.000,320.000
enc-MLP-GEMM-1,4180.866,31334.758,230.000,190.005,12.500,40.000,0.000,120.000
enc-MLP-gelu,161.785,311.494,190.005,190.000,0.000,40.000,0.000,118.000
enc-MLP-GEMM-2,31349.736,3599.888,190.000,230.010,12.500,80.000,0.000,120.000
enc-post-MLP-dropout,1112.050,642.544,230.010,150.000,0.000,100.000,80.000,198.000
final-layernorm,735.086,1045.597,150.000,150.000,0.000,160.062,0.000,160.000
gpt-post-process,58726.412,79147.619,150.000,70.000,156.562,502.102,0.000,0.000
