op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,12278.056,6201.953,0.031,40.000,646.250,50.035,0.000,628.000
enc-1st-layernorm,218.260,739.288,40.000,80.000,0.000,40.031,0.000,160.000
enc-attention-qkv,36921.513,6118.625,60.000,160.000,37.500,120.000,120.000,140.000
enc-attention-score,2369.690,5382.597,120.000,592.000,0.000,512.000,512.000,60.000
enc-attention-softmax,6925.136,11893.654,592.000,592.000,0.000,512.000,512.000,1024.000
enc-attention-dropout,2317.393,2155.739,592.000,592.000,0.000,640.000,0.000,1024.000
enc-attention-context,2983.081,4755.867,592.000,80.000,0.000,20.000,20.000,532.000
enc-attention-dense,11929.774,1815.742,80.000,100.010,12.500,40.000,0.000,60.000
enc-post-attention-dropout,560.379,324.327,100.010,60.000,0.000,50.000,40.000,118.000
enc-2nd-layernorm,217.956,743.288,60.000,100.000,0.000,40.031,0.000,160.000
enc-MLP-GEMM-1,8341.974,17121.500,100.000,140.020,50.000,80.000,0.000,120.000
enc-MLP-gelu,323.802,608.343,140.020,140.000,0.000,80.000,0.000,198.000
enc-MLP-GEMM-2,17149.293,7529.026,140.000,100.010,50.000,40.000,0.000,120.000
enc-post-MLP-dropout,557.512,323.963,100.010,60.000,0.000,50.000,40.000,118.000
final-layernorm,370.806,859.261,60.000,60.000,0.000,80.031,0.000,80.000
gpt-post-process,109754.294,105516.535,60.000,20.000,626.250,1002.051,0.000,0.000
