op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,12278.056,6201.953,0.031,40.000,646.250,50.035,0.000,628.000
enc-1st-layernorm,218.260,739.288,40.000,80.000,0.000,40.031,0.000,160.000
enc-attention-qkv,6610.900,15797.770,80.000,100.000,37.500,60.000,60.000,100.000
enc-attention-score,2369.690,5382.597,100.000,572.000,0.000,512.000,512.000,60.000
enc-attention-softmax,6925.136,11893.654,572.000,572.000,0.000,512.000,512.000,1024.000
enc-attention-dropout,2317.393,2155.739,572.000,572.000,0.000,640.000,0.000,1024.000
enc-attention-context,2983.081,4755.867,572.000,60.000,0.000,20.000,20.000,532.000
enc-attention-dense,11912.793,1825.172,60.000,80.010,12.500,40.000,0.000,60.000
enc-post-attention-dropout,560.379,324.327,80.010,40.000,0.000,50.000,40.000,118.000
enc-2nd-layernorm,217.956,743.288,40.000,80.000,0.000,40.031,0.000,160.000
enc-MLP-GEMM-1,8275.080,17080.188,80.000,120.020,50.000,80.000,0.000,120.000
enc-MLP-gelu,323.802,608.343,120.020,120.000,0.000,80.000,0.000,198.000
enc-MLP-GEMM-2,17162.603,7484.096,120.000,80.010,50.000,40.000,0.000,120.000
enc-post-MLP-dropout,557.512,323.963,80.010,40.000,0.000,50.000,40.000,118.000
final-layernorm,370.806,859.261,40.000,40.000,0.000,80.031,0.000,80.000
gpt-post-process,109754.294,105516.535,40.000,0.000,626.250,1002.051,0.000,0.000
