op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,29235.703,5235.833,0.062,80.000,333.125,100.070,239.930,690.000
enc-1st-layernorm,433.546,1459.932,80.000,160.000,0.000,80.062,0.000,320.000
enc-attention-qkv,6590.718,30950.385,160.000,140.000,18.750,60.000,0.000,140.000
enc-attention-score,2364.630,5372.393,140.000,612.000,0.000,512.000,512.000,60.000
enc-attention-softmax,6858.563,11888.075,612.000,612.000,0.000,512.000,512.000,1024.000
enc-attention-dropout,2310.097,2155.358,612.000,612.000,0.000,640.000,0.000,1024.000
enc-attention-context,3021.848,4866.064,612.000,100.000,0.000,20.000,20.000,532.000
enc-attention-dense,27322.423,1850.015,100.000,160.010,6.250,80.000,0.000,100.000
enc-post-attention-dropout,1109.385,643.343,160.010,80.000,0.000,100.000,80.000,198.000
enc-2nd-layernorm,433.582,1463.437,80.000,160.000,0.000,80.062,0.000,320.000
enc-MLP-GEMM-1,8452.517,32132.232,160.000,160.010,25.000,80.000,0.000,160.000
enc-MLP-gelu,323.761,607.699,160.010,160.000,0.000,80.000,0.000,198.000
enc-MLP-GEMM-2,32334.429,7396.042,160.000,160.010,25.000,80.000,0.000,160.000
enc-post-MLP-dropout,1114.517,642.288,160.010,80.000,0.000,100.000,80.000,198.000
final-layernorm,735.915,1089.591,80.000,80.000,0.000,160.062,0.000,160.000
gpt-post-process,114585.006,124671.209,80.000,0.000,313.125,1002.102,0.000,0.000
