op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,63374.776,6577.784,0.125,160.000,176.562,200.141,479.859,710.000
enc-1st-layernorm,867.301,2913.254,160.000,320.000,0.000,160.125,0.000,640.000
enc-attention-qkv,6984.425,60798.210,320.000,220.000,9.375,60.000,60.000,220.000
enc-attention-score,2305.585,5430.883,220.000,692.000,0.000,512.000,512.000,60.000
enc-attention-softmax,6860.423,11886.525,692.000,692.000,0.000,512.000,512.000,1024.000
enc-attention-dropout,2310.562,2161.205,692.000,692.000,0.000,640.000,0.000,1024.000
enc-attention-context,3005.928,4961.246,692.000,180.000,0.000,20.000,20.000,532.000
enc-attention-dense,57548.070,2288.550,180.000,320.010,3.125,160.000,0.000,180.000
enc-post-attention-dropout,2209.729,1277.101,320.010,160.000,0.000,200.000,160.000,358.000
enc-2nd-layernorm,865.775,2909.762,160.000,320.000,0.000,160.125,0.000,640.000
enc-MLP-GEMM-1,8278.257,62213.683,320.000,240.005,12.500,80.000,0.000,240.000
enc-MLP-gelu,327.140,610.465,240.005,240.000,0.000,80.000,0.000,198.000
enc-MLP-GEMM-2,62659.663,7259.470,240.000,320.010,12.500,160.000,0.000,240.000
enc-post-MLP-dropout,2213.550,1280.379,320.010,160.000,0.000,200.000,160.000,358.000
final-layernorm,1466.417,2036.053,160.000,160.000,0.000,320.125,0.000,320.000
gpt-post-process,127161.008,167876.214,160.000,0.000,156.562,1002.203,0.000,0.000
