op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,3287.297,11589.682,0.125,160.000,1272.500,200.000,440.000,1430.000
enc-1st-layernorm,863.981,2905.262,160.000,320.000,0.000,160.125,0.000,640.000
enc-attention-qkv,55475.348,51778.001,320.000,640.000,75.000,480.000,480.000,640.000
enc-attention-score,20382.977,45982.856,640.000,4416.000,0.000,4096.000,4096.000,480.000
enc-attention-softmax,57070.351,94585.383,4416.000,4416.000,0.000,4096.000,4096.000,8192.000
enc-attention-dropout,18400.729,17143.959,4416.000,4416.000,0.000,5120.000,0.000,8192.000
enc-attention-context,24544.799,40520.090,4416.000,320.000,0.000,160.000,160.000,4256.000
enc-attention-dense,17740.494,16310.823,320.000,320.010,25.000,160.000,0.000,320.000
enc-post-attention-dropout,2389.210,1360.530,320.010,160.000,0.000,200.000,160.000,358.000
enc-2nd-layernorm,862.646,2904.201,160.000,320.000,0.000,160.125,0.000,640.000
enc-MLP-GEMM-1,70759.737,64664.578,320.000,800.039,100.000,640.000,0.000,800.000
enc-MLP-gelu,2594.078,4703.981,800.039,800.000,0.000,640.000,0.000,1360.000
enc-MLP-GEMM-2,87281.758,64426.416,800.000,320.010,100.000,160.000,0.000,800.000
enc-post-MLP-dropout,2200.556,1267.987,320.010,160.000,0.000,200.000,160.000,358.000
final-layernorm,1496.267,2031.106,160.000,160.000,0.000,320.125,0.000,320.000
gpt-post-process,931924.361,902650.392,160.000,0.000,1252.500,8016.203,0.000,0.000
