op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,6031.185,5948.693,0.016,20.000,646.250,25.018,74.982,688.000
enc-1st-layernorm,115.108,393.218,20.000,40.000,0.000,20.016,0.000,80.000
enc-attention-qkv,3625.369,7867.968,40.000,50.000,37.500,30.000,30.000,50.000
enc-attention-score,990.075,2873.844,50.000,286.000,0.000,256.000,256.000,30.000
enc-attention-softmax,3499.711,6235.415,286.000,286.000,0.000,256.000,256.000,512.000
enc-attention-dropout,1220.167,1130.849,286.000,286.000,0.000,320.000,0.000,512.000
enc-attention-context,1588.583,2485.269,286.000,30.000,0.000,10.000,10.000,266.000
enc-attention-dense,6207.901,937.337,30.000,40.010,12.500,20.000,0.000,0.000
enc-post-attention-dropout,295.758,172.281,40.010,20.000,0.000,25.000,35.000,76.000
enc-2nd-layernorm,115.347,392.801,20.000,40.000,0.000,20.016,0.000,80.000
enc-MLP-GEMM-1,4464.334,8713.531,40.000,60.020,50.000,40.000,0.000,60.000
enc-MLP-gelu,171.512,329.077,60.020,60.000,0.000,40.000,0.000,116.000
enc-MLP-GEMM-2,8771.151,3866.249,60.000,40.010,50.000,20.000,0.000,60.000
enc-post-MLP-dropout,293.994,170.547,40.010,20.000,0.000,25.000,35.000,76.000
final-layernorm,114.799,492.543,20.000,20.000,0.000,20.016,0.000,40.000
gpt-post-process,54074.717,54366.702,20.000,0.000,626.250,502.025,0.000,0.000
