op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,12276.733,6468.225,0.031,40.000,646.250,50.035,0.000,628.000
enc-1st-layernorm,227.195,770.533,40.000,80.000,0.000,40.031,0.000,160.000
enc-attention-qkv,37638.468,6531.703,60.000,160.000,37.500,120.000,120.000,140.000
enc-attention-score,2501.231,6015.396,120.000,592.000,0.000,512.000,512.000,60.000
enc-attention-softmax,7009.423,12456.012,592.000,592.000,0.000,512.000,512.000,1024.000
enc-attention-dropout,2443.528,2271.622,592.000,592.000,0.000,640.000,0.000,1024.000
enc-attention-context,3113.896,4858.780,592.000,80.000,0.000,20.000,20.000,532.000
enc-attention-dense,12316.638,1881.236,80.000,100.010,12.500,40.000,0.000,60.000
enc-post-attention-dropout,584.346,338.185,100.010,60.000,0.000,50.000,40.000,116.000
enc-2nd-layernorm,228.089,770.861,60.000,100.000,0.000,40.031,0.000,160.000
enc-MLP-GEMM-1,8506.280,17151.713,100.000,140.020,50.000,80.000,0.000,120.000
enc-MLP-gelu,344.759,637.615,140.020,140.000,0.000,80.000,0.000,196.000
enc-MLP-GEMM-2,17523.181,7465.678,140.000,100.010,50.000,40.000,0.000,120.000
enc-post-MLP-dropout,581.968,337.970,100.010,60.000,0.000,50.000,40.000,116.000
final-layernorm,385.588,773.215,60.000,60.000,0.000,80.031,0.000,80.000
gpt-post-process,109648.621,109454.405,60.000,20.000,626.250,1002.051,0.000,0.000
