op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,41281.128,6955.415,0.031,112.000,399.656,140.035,307.965,928.000
enc-1st-layernorm,662.351,2171.189,112.000,224.000,0.000,112.031,0.000,448.000
enc-attention-qkv,130236.602,24971.634,140.000,448.000,147.000,336.000,336.000,336.000
enc-attention-score,3163.832,4897.225,280.000,672.000,0.000,448.000,448.000,84.000
enc-attention-softmax,6132.478,10902.649,672.000,672.000,0.000,448.000,448.000,896.000
enc-attention-dropout,2134.413,1975.197,672.000,672.000,0.000,560.000,0.000,896.000
enc-attention-context,2827.364,5210.459,672.000,224.000,0.000,28.000,0.000,476.000
enc-attention-dense,42726.505,7655.692,224.000,308.027,49.000,112.000,0.000,112.000
enc-post-attention-dropout,1629.639,938.809,308.027,196.000,0.000,140.000,84.000,224.000
enc-2nd-layernorm,662.374,2173.412,196.000,308.000,0.000,112.031,0.000,448.000
enc-MLP-GEMM-1,32993.412,63161.588,308.000,308.027,196.000,112.000,0.000,224.000
enc-MLP-gelu,480.324,885.201,308.027,308.000,0.000,112.000,0.000,224.000
enc-MLP-GEMM-2,64502.668,30053.639,308.000,308.027,196.000,112.000,0.000,224.000
enc-post-MLP-dropout,1618.540,938.064,308.027,196.000,0.000,140.000,84.000,224.000
final-layernorm,1103.377,1535.016,196.000,196.000,0.000,224.031,0.000,224.000
gpt-post-process,86684.465,85043.120,196.000,84.000,343.656,196.426,1.574,0.000
