op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,88703.138,9022.909,0.062,224.000,227.828,280.070,615.930,808.000
enc-1st-layernorm,1312.673,4326.236,224.000,448.000,0.000,224.062,0.000,896.000
enc-attention-qkv,259339.654,26152.086,252.000,896.000,73.500,672.000,672.000,672.000
enc-attention-score,3112.292,5019.462,504.000,896.000,0.000,448.000,448.000,84.000
enc-attention-softmax,6117.964,10902.351,896.000,896.000,0.000,448.000,448.000,896.000
enc-attention-dropout,2137.578,1976.937,896.000,896.000,0.000,560.000,0.000,896.000
enc-attention-context,2851.272,5187.583,896.000,448.000,0.000,28.000,28.000,476.000
enc-attention-dense,84760.010,7484.925,448.000,644.027,24.500,224.000,0.000,252.000
enc-post-attention-dropout,3242.439,1872.903,644.027,420.000,0.000,280.000,224.000,484.000
enc-2nd-layernorm,1314.199,4334.468,420.000,644.000,0.000,224.062,0.000,896.000
enc-MLP-GEMM-1,33072.668,104653.388,644.000,532.014,98.000,112.000,0.000,336.000
enc-MLP-gelu,482.094,881.547,532.014,532.000,0.000,112.000,0.000,260.000
enc-MLP-GEMM-2,105685.490,29478.979,532.000,644.027,98.000,224.000,0.000,336.000
enc-post-MLP-dropout,3237.379,1872.271,644.027,420.000,0.000,280.000,224.000,484.000
final-layernorm,2194.870,3040.427,420.000,420.000,0.000,448.062,0.000,448.000
gpt-post-process,92124.569,126236.933,420.000,196.000,171.828,196.477,1.523,0.000
