op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,3356.987,11998.624,0.125,160.000,1272.500,200.000,440.000,1430.000
enc-1st-layernorm,933.838,3056.163,160.000,320.000,0.000,160.125,0.000,640.000
enc-attention-qkv,54888.582,49818.838,320.000,640.000,75.000,480.000,480.000,640.000
enc-attention-score,10000000.000,10000000.000,640.000,4416.000,0.000,10000000.000,10000000.000,10000000.000
enc-attention-softmax,10000000.000,10000000.000,4416.000,4416.000,0.000,10000000.000,10000000.000,10000000.000
enc-attention-dropout,10000000.000,10000000.000,4416.000,4416.000,0.000,10000000.000,10000000.000,10000000.000
enc-attention-context,10000000.000,10000000.000,4416.000,320.000,0.000,10000000.000,10000000.000,10000000.000
enc-attention-dense,17303.449,15114.415,320.000,320.010,25.000,160.000,0.000,320.000
enc-post-attention-dropout,2390.695,1337.379,320.010,160.000,0.000,200.000,160.000,356.000
enc-2nd-layernorm,1010.311,3056.353,160.000,320.000,0.000,160.125,0.000,640.000
enc-MLP-GEMM-1,68654.484,64640.808,320.000,800.039,100.000,640.000,0.000,800.000
enc-MLP-gelu,2754.885,4926.884,800.039,800.000,0.000,640.000,0.000,1360.000
enc-MLP-GEMM-2,101566.821,60029.012,800.000,320.010,100.000,160.000,0.000,800.000
enc-post-MLP-dropout,2309.424,1335.454,320.010,160.000,0.000,200.000,160.000,356.000
final-layernorm,1557.857,2131.712,160.000,160.000,0.000,320.125,0.000,320.000
gpt-post-process,10000000.000,10000000.000,160.000,0.000,1252.500,10000000.000,10000000.000,10000000.000
