op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,3078.026,774.658,0.016,8.000,28.547,12.035,7.965,66.000
enc-1st-layernorm,56.893,171.500,8.000,16.000,0.000,8.031,11.969,72.000
enc-attention-qkv,7978.535,294.626,10.000,32.000,1.500,24.500,23.500,76.000
enc-attention-score,185.531,294.536,20.000,80.000,0.000,64.000,64.000,128.000
enc-attention-softmax,204.754,255.841,80.000,80.000,0.000,64.000,0.000,192.000
enc-attention-dropout,328.124,304.872,80.000,80.000,0.000,96.000,0.000,256.000
enc-attention-context,144.625,314.701,80.000,16.000,0.000,2.000,0.000,64.000
enc-attention-dense,2707.452,184.387,16.000,22.002,0.500,8.500,0.000,36.000
enc-post-attention-dropout,126.505,123.197,22.002,14.000,0.000,12.000,8.000,72.000
enc-2nd-layernorm,67.073,147.313,14.000,22.000,0.000,8.031,11.969,72.000
enc-MLP-GEMM-1,99.480,2968.192,22.000,22.002,2.000,8.000,12.000,36.000
enc-MLP-gelu,44.411,125.444,22.002,22.000,0.000,8.000,12.000,68.000
enc-MLP-GEMM-2,2729.869,124.538,22.000,22.002,2.000,8.000,12.000,36.000
enc-post-MLP-dropout,125.974,116.527,22.002,14.000,0.000,12.000,8.000,72.000
final-layernorm,84.531,705.558,14.000,14.000,0.000,16.031,3.969,36.000
gpt-post-process,5134.845,5237.609,14.000,6.000,24.547,196.426,101.574,0.000
