op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,12127.924,1806.772,0.062,32.000,28.547,48.141,95.859,232.000
enc-1st-layernorm,125.819,514.597,32.000,64.000,0.000,32.125,0.000,256.000
enc-attention-qkv,385.648,10916.990,64.000,56.000,1.500,24.500,19.500,108.000
enc-attention-score,729.346,1070.422,56.000,296.000,0.000,256.000,256.000,532.000
enc-attention-softmax,793.099,997.972,296.000,296.000,0.000,256.000,0.000,768.000
enc-attention-dropout,1306.164,1195.276,296.000,296.000,0.000,384.000,0.000,1024.000
enc-attention-context,565.648,1242.709,296.000,40.000,0.000,8.000,12.000,292.000
enc-attention-dense,10406.649,184.470,40.000,64.002,0.500,32.000,0.000,116.000
enc-post-attention-dropout,477.576,275.105,64.002,32.000,0.000,48.000,32.000,164.000
enc-2nd-layernorm,125.867,516.844,32.000,64.000,0.000,32.125,0.000,256.000
enc-MLP-GEMM-1,372.672,10774.505,64.000,64.002,2.000,32.000,0.000,128.000
enc-MLP-gelu,127.637,249.064,64.002,64.000,0.000,32.000,0.000,164.000
enc-MLP-GEMM-2,10642.415,353.348,64.000,64.002,2.000,32.000,0.000,128.000
enc-post-MLP-dropout,478.417,274.807,64.002,32.000,0.000,48.000,32.000,164.000
final-layernorm,265.515,656.438,32.000,32.000,0.000,64.125,0.000,128.000
gpt-post-process,18683.702,19686.204,32.000,0.000,24.547,786.203,393.797,0.000
