op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,11301.714,2570.271,0.008,28.000,113.914,42.018,83.982,226.000
enc-1st-layernorm,196.046,560.308,28.000,56.000,0.000,28.016,0.000,224.000
enc-attention-qkv,30844.760,1247.674,31.500,112.000,36.750,84.000,84.000,252.000
enc-attention-score,153.303,270.379,63.000,112.000,0.000,56.000,56.000,112.000
enc-attention-softmax,2125.472,3276.175,112.000,112.000,0.000,168.000,112.000,392.000
enc-attention-dropout,289.559,271.928,112.000,112.000,0.000,84.000,0.000,224.000
enc-attention-context,145.543,286.484,112.000,56.000,0.000,3.500,0.000,56.000
enc-attention-dense,10192.847,296.897,56.000,80.514,12.250,28.000,0.000,84.000
enc-post-attention-dropout,418.746,241.446,80.514,52.500,0.000,42.000,14.000,152.000
enc-2nd-layernorm,194.740,559.169,52.500,80.500,0.000,28.016,0.000,224.000
enc-MLP-GEMM-1,1134.032,10957.539,80.500,66.507,49.000,14.000,0.000,56.000
enc-MLP-gelu,58.830,122.666,66.507,66.500,0.000,14.000,0.000,66.000
enc-MLP-GEMM-2,10946.476,1032.633,66.500,80.514,49.000,28.000,0.000,84.000
enc-post-MLP-dropout,425.267,241.095,80.514,52.500,0.000,42.000,14.000,152.000
final-layernorm,193.542,515.771,52.500,52.500,0.000,28.016,0.000,112.000
gpt-post-process,4856.551,12912.679,52.500,24.500,85.914,50.025,25.975,0.000
