op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,4135.025,1475.650,0.008,10.000,88.281,15.018,34.982,130.000
enc-1st-layernorm,91.636,261.259,10.000,20.000,0.000,10.016,0.000,80.000
enc-attention-qkv,11084.533,394.231,11.250,40.000,4.688,30.000,30.000,90.000
enc-attention-score,111.830,212.705,22.500,52.000,0.000,32.000,32.000,84.000
enc-attention-softmax,145.227,170.368,52.000,52.000,0.000,32.000,0.000,96.000
enc-attention-dropout,169.671,154.990,52.000,52.000,0.000,48.000,0.000,128.000
enc-attention-context,92.822,299.138,52.000,20.000,0.000,1.250,18.750,32.000
enc-attention-dense,3767.204,205.505,20.000,28.755,1.562,10.000,0.000,50.000
enc-post-attention-dropout,156.224,160.551,28.755,18.750,0.000,15.000,15.000,78.000
enc-2nd-layernorm,103.772,214.571,18.750,28.750,0.000,10.016,0.000,80.000
enc-MLP-GEMM-1,166.941,3984.821,28.750,23.752,6.250,5.000,15.000,10.000
enc-MLP-gelu,47.773,182.146,23.752,23.750,0.000,5.000,0.000,40.000
enc-MLP-GEMM-2,3785.604,180.608,23.750,28.755,6.250,10.000,0.000,30.000
enc-post-MLP-dropout,155.777,120.109,28.755,18.750,0.000,15.000,15.000,78.000
final-layernorm,70.709,565.392,18.750,18.750,0.000,10.016,0.000,40.000
gpt-post-process,4609.221,6322.813,18.750,8.750,78.281,126.025,63.975,0.000
