op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,24940.270,5685.085,0.062,80.000,323.125,120.141,239.859,846.000
enc-1st-layernorm,421.470,1485.014,80.000,160.000,0.000,80.125,0.000,640.000
enc-attention-qkv,4458.612,24743.253,160.000,200.000,18.750,120.000,80.000,440.000
enc-attention-score,2650.255,4494.619,200.000,1144.000,0.000,1024.000,1024.000,2168.000
enc-attention-softmax,3145.570,3953.147,1144.000,1144.000,0.000,1024.000,0.000,3072.000
enc-attention-dropout,5151.564,4739.833,1144.000,1144.000,0.000,1536.000,0.000,4096.000
enc-attention-context,2483.332,4595.095,1144.000,120.000,0.000,40.000,40.000,1144.000
enc-attention-dense,21962.023,1044.267,120.000,160.005,6.250,80.000,0.000,280.000
enc-post-attention-dropout,1193.225,678.754,160.005,80.000,0.000,120.000,80.000,358.000
enc-2nd-layernorm,403.750,1438.981,80.000,160.000,0.000,80.125,0.000,640.000
enc-MLP-GEMM-1,5203.772,24691.921,160.000,240.010,25.000,160.000,0.000,560.000
enc-MLP-gelu,645.238,1199.615,240.010,240.000,0.000,160.000,0.000,680.000
enc-MLP-GEMM-2,24813.157,4561.806,240.000,160.005,25.000,80.000,0.000,400.000
enc-post-MLP-dropout,1181.793,678.539,160.005,80.000,0.000,120.000,80.000,358.000
final-layernorm,788.713,1114.988,80.000,80.000,0.000,160.125,0.000,320.000
gpt-post-process,127888.465,94970.697,80.000,0.000,313.125,4008.203,2003.797,0.000
