op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2559.060,953.448,0.016,8.000,53.094,12.035,7.965,90.000
enc-1st-layernorm,54.884,169.855,8.000,16.000,0.000,8.031,11.969,72.000
enc-attention-qkv,207.895,2493.477,16.000,20.000,3.000,12.000,20.000,32.000
enc-attention-score,367.457,541.776,20.000,140.000,0.000,128.000,128.000,276.000
enc-attention-softmax,402.486,502.771,140.000,140.000,0.000,128.000,0.000,384.000
enc-attention-dropout,659.329,601.685,140.000,140.000,0.000,192.000,0.000,512.000
enc-attention-context,283.855,617.248,140.000,12.000,0.000,4.000,0.000,148.000
enc-attention-dense,2168.828,168.228,12.000,16.002,1.000,8.000,0.000,36.000
enc-post-attention-dropout,126.380,98.979,16.002,8.000,0.000,12.000,8.000,72.000
enc-2nd-layernorm,61.607,172.240,8.000,16.000,0.000,8.031,11.969,72.000
enc-MLP-GEMM-1,195.551,2516.896,16.000,24.004,4.000,16.000,0.000,68.000
enc-MLP-gelu,66.102,138.968,24.004,24.000,0.000,16.000,0.000,100.000
enc-MLP-GEMM-2,2269.500,181.144,24.000,16.002,4.000,8.000,0.000,52.000
enc-post-MLP-dropout,126.851,121.635,16.002,8.000,0.000,12.000,8.000,72.000
final-layernorm,80.115,763.422,8.000,8.000,0.000,16.031,3.969,36.000
gpt-post-process,9521.872,7053.101,8.000,0.000,49.094,392.801,199.199,0.000
