op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,4994.935,1313.818,0.031,16.000,53.094,24.070,23.930,178.000
enc-1st-layernorm,66.966,262.207,16.000,32.000,0.000,16.062,0.000,128.000
enc-attention-qkv,384.957,4772.425,32.000,40.000,3.000,24.000,20.000,92.000
enc-attention-score,727.695,1074.094,40.000,280.000,0.000,256.000,256.000,532.000
enc-attention-softmax,797.224,1000.232,280.000,280.000,0.000,256.000,0.000,768.000
enc-attention-dropout,1302.874,1195.228,280.000,280.000,0.000,384.000,0.000,1024.000
enc-attention-context,581.288,1241.100,280.000,24.000,0.000,8.000,12.000,292.000
enc-attention-dense,4319.513,194.573,24.000,32.002,1.000,16.000,0.000,68.000
enc-post-attention-dropout,243.050,140.190,32.002,16.000,0.000,24.000,8.000,100.000
enc-2nd-layernorm,66.340,259.775,16.000,32.000,0.000,16.062,0.000,128.000
enc-MLP-GEMM-1,372.005,4752.463,32.000,48.004,4.000,32.000,0.000,112.000
enc-MLP-gelu,129.712,249.642,48.004,48.000,0.000,32.000,0.000,164.000
enc-MLP-GEMM-2,4550.964,355.291,48.000,32.002,4.000,16.000,0.000,80.000
enc-post-MLP-dropout,243.890,154.036,32.002,16.000,0.000,24.000,8.000,100.000
final-layernorm,137.568,790.781,16.000,16.000,0.000,32.062,0.000,64.000
gpt-post-process,18565.404,13526.052,16.000,0.000,49.094,786.102,393.898,0.000
