op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,34796.798,7040.602,0.031,112.000,371.656,168.070,335.930,1232.000
enc-1st-layernorm,690.389,2193.493,112.000,224.000,0.000,112.062,0.000,896.000
enc-attention-qkv,15341.872,40455.055,224.000,280.000,147.000,168.000,112.000,616.000
enc-attention-score,2595.192,4106.987,280.000,1064.000,0.000,896.000,896.000,1960.000
enc-attention-softmax,2796.108,3472.984,1064.000,1064.000,0.000,896.000,0.000,2688.000
enc-attention-dropout,4530.287,4166.228,1064.000,1064.000,0.000,1344.000,0.000,3584.000
enc-attention-context,2274.412,4206.145,1064.000,168.000,0.000,56.000,56.000,1064.000
enc-attention-dense,32894.927,4050.034,168.000,224.014,49.000,112.000,0.000,392.000
enc-post-attention-dropout,1646.632,949.955,224.014,112.000,0.000,168.000,112.000,448.000
enc-2nd-layernorm,690.776,2196.038,112.000,224.000,0.000,112.062,0.000,896.000
enc-MLP-GEMM-1,19838.792,42585.558,224.000,336.027,196.000,224.000,0.000,784.000
enc-MLP-gelu,900.155,1659.954,336.027,336.000,0.000,224.000,0.000,952.000
enc-MLP-GEMM-2,44111.824,17171.705,336.000,224.014,196.000,112.000,0.000,560.000
enc-post-MLP-dropout,1674.187,947.815,224.014,112.000,0.000,168.000,112.000,448.000
final-layernorm,1164.240,1565.510,112.000,112.000,0.000,224.062,0.000,448.000
gpt-post-process,45342.511,60673.004,112.000,0.000,343.656,786.102,393.898,0.000
