op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,8241.928,1637.053,0.016,20.000,88.281,30.035,59.965,238.000
enc-1st-layernorm,101.620,369.936,20.000,40.000,0.000,20.031,0.000,160.000
enc-attention-qkv,21778.345,709.194,22.500,80.000,4.688,60.000,60.000,180.000
enc-attention-score,179.017,287.861,45.000,104.000,0.000,64.000,64.000,128.000
enc-attention-softmax,203.931,256.747,104.000,104.000,0.000,64.000,0.000,192.000
enc-attention-dropout,331.718,304.145,104.000,104.000,0.000,96.000,0.000,256.000
enc-attention-context,151.908,310.206,104.000,40.000,0.000,2.500,0.000,64.000
enc-attention-dense,7229.131,175.488,40.000,57.505,1.562,20.000,0.000,60.000
enc-post-attention-dropout,303.149,175.548,57.505,37.500,0.000,30.000,20.000,118.000
enc-2nd-layernorm,107.533,365.674,37.500,57.500,0.000,20.031,0.000,160.000
enc-MLP-GEMM-1,303.072,7611.984,57.500,47.502,6.250,10.000,0.000,50.000
enc-MLP-gelu,50.664,118.101,47.502,47.500,0.000,10.000,0.000,78.000
enc-MLP-GEMM-2,7407.486,294.137,47.500,57.505,6.250,20.000,0.000,70.000
enc-post-MLP-dropout,300.938,174.618,57.505,37.500,0.000,30.000,20.000,118.000
final-layernorm,201.762,736.195,37.500,37.500,0.000,40.031,0.000,80.000
gpt-post-process,8259.338,11838.448,37.500,17.500,78.281,250.551,127.449,0.000
