op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,45572.096,5018.008,0.031,112.000,113.914,168.070,335.930,864.000
enc-1st-layernorm,689.793,2182.734,112.000,224.000,0.000,112.062,0.000,896.000
enc-attention-qkv,122879.249,5645.090,126.000,448.000,36.750,336.000,336.000,1022.000
enc-attention-score,576.103,1070.273,252.000,448.000,0.000,224.000,224.000,462.000
enc-attention-softmax,699.121,876.141,448.000,448.000,0.000,224.000,0.000,672.000
enc-attention-dropout,1139.975,1046.622,448.000,448.000,0.000,336.000,0.000,896.000
enc-attention-context,557.405,1099.265,448.000,224.000,0.000,14.000,0.000,252.000
enc-attention-dense,40197.295,1161.563,224.000,322.014,12.250,112.000,0.000,336.000
enc-post-attention-dropout,1647.836,949.973,322.014,210.000,0.000,168.000,112.000,448.000
enc-2nd-layernorm,692.129,2181.321,210.000,322.000,0.000,112.062,0.000,896.000
enc-MLP-GEMM-1,4926.968,42718.118,322.000,266.007,49.000,56.000,0.000,280.000
enc-MLP-gelu,224.167,435.925,266.007,266.000,0.000,56.000,0.000,224.000
enc-MLP-GEMM-2,43004.769,4077.190,266.000,322.014,49.000,112.000,0.000,392.000
enc-post-MLP-dropout,1652.461,945.067,322.014,210.000,0.000,168.000,112.000,448.000
final-layernorm,1167.017,1597.935,210.000,210.000,0.000,224.062,0.000,448.000
gpt-post-process,16898.507,49521.887,210.000,98.000,85.914,196.477,101.523,0.000
