op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,2156.836,6391.650,0.062,80.000,636.250,120.000,240.000,964.000
enc-1st-layernorm,423.342,1478.422,80.000,160.000,0.000,80.125,0.000,640.000
enc-attention-qkv,9941.012,8974.314,160.000,320.000,37.500,240.000,240.000,800.000
enc-attention-score,5283.028,8997.929,320.000,2208.000,0.000,2048.000,2048.000,4336.000
enc-attention-softmax,6361.300,7898.241,2208.000,2208.000,0.000,2048.000,0.000,6144.000
enc-attention-dropout,10308.528,9472.680,2208.000,2208.000,0.000,3072.000,0.000,8192.000
enc-attention-context,4837.352,9032.339,2208.000,160.000,0.000,80.000,80.000,2288.000
enc-attention-dense,2632.093,2511.168,160.000,160.005,12.500,80.000,0.000,320.000
enc-post-attention-dropout,1286.799,748.837,160.005,80.000,0.000,120.000,80.000,358.000
enc-2nd-layernorm,447.881,1474.655,80.000,160.000,0.000,80.125,0.000,640.000
enc-MLP-GEMM-1,10637.659,9335.083,160.000,400.020,50.000,320.000,0.000,1040.000
enc-MLP-gelu,1279.336,2364.302,400.020,400.000,0.000,320.000,0.000,1360.000
enc-MLP-GEMM-2,10368.067,10312.057,400.000,160.005,50.000,80.000,0.000,560.000
enc-post-MLP-dropout,1200.151,675.172,160.005,80.000,0.000,120.000,80.000,358.000
final-layernorm,788.540,1059.729,80.000,80.000,0.000,160.125,0.000,320.000
gpt-post-process,258273.238,153002.042,80.000,0.000,626.250,8016.203,4007.797,0.000
