op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,1494.253,1739.049,0.062,32.000,53.094,48.141,95.859,250.000
enc-1st-layernorm,105.482,355.113,32.000,64.000,0.000,32.125,0.000,256.000
enc-attention-qkv,2999.300,926.405,48.000,128.000,3.000,96.000,96.000,304.000
enc-attention-score,987.798,2045.238,96.000,576.000,0.000,512.000,512.000,1072.000
enc-attention-softmax,1163.781,1459.318,576.000,576.000,0.000,512.000,0.000,1536.000
enc-attention-dropout,1885.575,1619.655,576.000,576.000,0.000,768.000,0.000,2048.000
enc-attention-context,1288.402,1679.236,576.000,64.000,0.000,16.000,16.000,560.000
enc-attention-dense,974.059,213.915,64.000,80.002,1.000,32.000,0.000,112.000
enc-post-attention-dropout,367.081,208.312,80.002,48.000,0.000,48.000,32.000,208.000
enc-2nd-layernorm,101.817,355.548,48.000,80.000,0.000,32.125,0.000,256.000
enc-MLP-GEMM-1,780.994,1697.254,80.000,112.004,4.000,64.000,0.000,224.000
enc-MLP-gelu,179.476,344.729,112.004,112.000,0.000,64.000,0.000,336.000
enc-MLP-GEMM-2,1511.568,728.995,112.000,80.002,4.000,32.000,0.000,160.000
enc-post-MLP-dropout,340.563,191.009,80.002,48.000,0.000,48.000,32.000,208.000
final-layernorm,203.890,567.871,48.000,48.000,0.000,64.125,0.000,128.000
gpt-post-process,28082.323,16215.223,48.000,16.000,49.094,1572.203,785.797,0.000
