op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,4460.126,3471.625,0.062,80.000,166.562,120.141,239.859,654.000
enc-1st-layernorm,281.322,1057.857,80.000,160.000,0.000,80.125,0.000,640.000
enc-attention-qkv,8218.038,2932.763,100.000,320.000,9.375,240.000,240.000,740.000
enc-attention-score,1221.323,1929.992,200.000,672.000,0.000,512.000,512.000,1084.000
enc-attention-softmax,1130.193,1453.847,672.000,672.000,0.000,512.000,0.000,1536.000
enc-attention-dropout,1863.980,1617.283,672.000,672.000,0.000,768.000,0.000,2048.000
enc-attention-context,1117.855,2140.057,672.000,160.000,0.000,20.000,20.000,572.000
enc-attention-dense,3158.021,654.793,160.000,220.005,3.125,80.000,0.000,260.000
enc-post-attention-dropout,841.326,467.938,220.005,140.000,0.000,120.000,80.000,400.000
enc-2nd-layernorm,259.870,987.178,140.000,220.000,0.000,80.125,0.000,640.000
enc-MLP-GEMM-1,2479.357,5003.655,220.000,220.005,12.500,80.000,0.000,320.000
enc-MLP-gelu,225.031,421.989,220.005,220.000,0.000,80.000,0.000,400.000
enc-MLP-GEMM-2,4907.262,2032.149,220.000,220.005,12.500,80.000,0.000,320.000
enc-post-MLP-dropout,836.176,466.275,220.005,140.000,0.000,120.000,80.000,400.000
final-layernorm,514.638,695.336,140.000,140.000,0.000,160.125,0.000,320.000
gpt-post-process,51813.209,35694.230,140.000,60.000,156.562,2004.203,1001.797,0.000
