op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,996.512,1019.913,0.031,16.000,28.547,24.570,23.430,126.000
enc-1st-layernorm,67.830,188.464,16.000,32.000,0.000,16.062,0.000,128.000
enc-attention-qkv,215.286,881.141,32.000,28.000,1.500,12.000,0.000,48.000
enc-attention-score,253.814,551.504,28.000,148.000,0.000,128.000,128.000,276.000
enc-attention-softmax,289.851,366.676,148.000,148.000,0.000,128.000,0.000,384.000
enc-attention-dropout,460.154,412.935,148.000,148.000,0.000,192.000,0.000,512.000
enc-attention-context,322.062,476.599,148.000,20.000,0.000,4.000,0.000,148.000
enc-attention-dense,752.127,108.469,20.000,32.002,0.500,16.000,0.000,48.000
enc-post-attention-dropout,176.746,109.214,32.002,16.000,0.000,24.500,7.500,128.000
enc-2nd-layernorm,68.253,187.469,16.000,32.000,0.000,16.062,0.000,128.000
enc-MLP-GEMM-1,208.431,883.418,32.000,32.002,2.000,16.000,0.000,64.000
enc-MLP-gelu,61.446,116.771,32.002,32.000,0.000,16.000,0.000,128.000
enc-MLP-GEMM-2,842.130,201.762,32.000,32.002,2.000,16.000,0.000,64.000
enc-post-MLP-dropout,176.364,102.252,32.002,16.000,0.000,24.500,7.500,128.000
final-layernorm,109.839,586.224,16.000,16.000,0.000,32.062,0.000,64.000
gpt-post-process,7507.849,4849.750,16.000,0.000,24.547,392.852,199.148,0.000
