op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,4740.995,5213.606,0.031,112.000,371.656,168.070,335.930,1120.000
enc-1st-layernorm,589.514,1763.856,112.000,224.000,0.000,112.062,0.000,896.000
enc-attention-qkv,21365.625,14088.792,168.000,448.000,147.000,336.000,336.000,952.000
enc-attention-score,2531.910,3356.737,336.000,1120.000,0.000,896.000,896.000,1960.000
enc-attention-softmax,2060.628,2603.441,1120.000,1120.000,0.000,896.000,0.000,2688.000
enc-attention-dropout,3324.592,2827.597,1120.000,1120.000,0.000,1344.000,0.000,3584.000
enc-attention-context,1986.593,4124.248,1120.000,224.000,0.000,56.000,56.000,1064.000
enc-attention-dense,6583.619,4010.016,224.000,280.014,49.000,112.000,0.000,392.000
enc-post-attention-dropout,1193.142,650.150,280.014,168.000,0.000,168.000,112.000,530.000
enc-2nd-layernorm,563.747,1633.286,168.000,280.000,0.000,112.062,0.000,896.000
enc-MLP-GEMM-1,18487.638,18178.487,280.000,392.027,196.000,224.000,0.000,784.000
enc-MLP-gelu,612.015,1137.316,392.027,392.000,0.000,224.000,0.000,980.000
enc-MLP-GEMM-2,20222.765,16019.261,392.000,280.014,196.000,112.000,0.000,560.000
enc-post-MLP-dropout,1160.979,649.887,280.014,168.000,0.000,168.000,112.000,530.000
final-layernorm,920.767,1224.631,168.000,168.000,0.000,224.062,0.000,448.000
gpt-post-process,39643.645,33925.992,168.000,56.000,343.656,786.102,393.898,0.000
