op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,745.481,1622.266,0.062,32.000,102.188,48.000,96.000,236.000
enc-1st-layernorm,104.660,362.271,32.000,64.000,0.000,32.125,0.000,256.000
enc-attention-qkv,1448.321,1432.043,64.000,128.000,6.000,96.000,96.000,320.000
enc-attention-score,2005.923,4030.657,128.000,1088.000,0.000,1024.000,1024.000,2144.000
enc-attention-softmax,2336.895,2901.143,1088.000,1088.000,0.000,1024.000,0.000,3072.000
enc-attention-dropout,3820.658,3227.365,1088.000,1088.000,0.000,1536.000,0.000,4096.000
enc-attention-context,2511.442,3278.476,1088.000,64.000,0.000,32.000,32.000,1120.000
enc-attention-dense,394.684,397.921,64.000,64.002,2.000,32.000,0.000,128.000
enc-post-attention-dropout,367.260,208.241,64.002,32.000,0.000,48.000,32.000,208.000
enc-2nd-layernorm,108.832,399.935,32.000,64.000,0.000,32.125,0.000,256.000
enc-MLP-GEMM-1,1554.453,1522.434,64.000,160.008,8.000,128.000,0.000,416.000
enc-MLP-gelu,363.451,661.117,160.008,160.000,0.000,128.000,0.000,592.000
enc-MLP-GEMM-2,1458.484,1628.548,160.000,64.002,8.000,32.000,0.000,224.000
enc-post-MLP-dropout,364.649,194.252,64.002,32.000,0.000,48.000,32.000,208.000
final-layernorm,215.000,565.988,32.000,32.000,0.000,64.125,0.000,128.000
gpt-post-process,55479.753,29530.156,32.000,0.000,98.188,3142.203,1571.797,0.000
